2017-06-23-12:25:39 Scanning files for: licenses, copyrights with 8 process(es)...
2017-06-23-12:25:39 Building license detection index...
2017-06-23-04:26:35 Done.
2017-06-23-04:26:35 Scanning files...
2017-06-23-04:26:36 Scanned: libjson
2017-06-23-04:26:37 Scanned: ._JSONOptions.h
2017-06-23-04:26:37 Scanned: _internal
2017-06-23-04:26:37 Scanned: Getting+Started
2017-06-23-04:26:37 Scanned: TestSuite2
2017-06-23-04:26:37 Scanned: Source
2017-06-23-04:26:37 Scanned: Dependencies
2017-06-23-04:26:37 Scanned: TestSuite
2017-06-23-04:26:37 Scanned: License.txt
2017-06-23-04:26:37 Scanned: JSONValidator
2017-06-23-04:26:37 Scanned: JSONDebug
2017-06-23-04:26:37 Scanned: JSON_Base64
2017-06-23-04:26:37 Scanned: NumberToString
2017-06-23-04:26:37 Scanned: JSONGlobals
2017-06-23-04:26:37 Scanned: libjson.vcproj
2017-06-23-04:26:37 Scanned: BaseTest.h
2017-06-23-04:26:37 Scanned: libjson.h
2017-06-23-04:26:37 Scanned: isValidRoot.cpp
2017-06-23-04:26:37 Scanned: isValidNamedObject.h
2017-06-23-04:26:37 Scanned: isValidNamedObject.cpp
2017-06-23-04:26:37 Scanned: libjson.vcproj%7E
2017-06-23-04:26:37 Scanned: securityTest.h
2017-06-23-04:26:37 Scanned: isValidArray.h
2017-06-23-04:26:37 Scanned: isValidPartialRoot.h
2017-06-23-04:26:37 Scanned: makefile
2017-06-23-04:26:37 Scanned: isValidMember.cpp
2017-06-23-04:26:37 Scanned: securityTest.cpp
2017-06-23-04:26:37 Scanned: isValidString.cpp
2017-06-23-04:26:37 Scanned: JSONOptions.h
2017-06-23-04:26:37 Scanned: isValidObject.h
2017-06-23-04:26:37 Scanned: isValidRoot.h
2017-06-23-04:26:37 Scanned: isValidObject.cpp
2017-06-23-04:26:37 Scanned: isValidString.h
2017-06-23-04:26:37 Scanned: isValidNumber.h
2017-06-23-04:26:37 Scanned: isValidPartialRoot.cpp
2017-06-23-04:26:37 Scanned: Resources
2017-06-23-04:26:37 Scanned: isValidMember.h
2017-06-23-04:26:37 Scanned: isValidArray.cpp
2017-06-23-04:26:37 Scanned: JSON_ASSERT.h
2017-06-23-04:26:37 Scanned: JSON_FAIL.h
2017-06-23-04:26:38 Scanned: JSON_ASSERT.cpp
2017-06-23-04:26:38 Scanned: JSON_FAIL.cpp
2017-06-23-04:26:38 Scanned: JSON_ASSERT_SAFE.cpp
2017-06-23-04:26:38 Scanned: JSON_ASSERT_SAFE.h
2017-06-23-04:26:38 Scanned: json_decode64.cpp
2017-06-23-04:26:38 Scanned: JSON_FAIL_SAFE.cpp
2017-06-23-04:26:38 Scanned: json_decode64.h
2017-06-23-04:26:38 Scanned: json_encode64.h
2017-06-23-04:26:38 Scanned: json_encode64.cpp
2017-06-23-04:26:38 Scanned: _ftoa.h
2017-06-23-04:26:38 Scanned: _uitoa.h
2017-06-23-04:26:38 Scanned: validyMacros.h
2017-06-23-04:26:38 Scanned: _ftoa.cpp
2017-06-23-04:26:38 Scanned: getLenSize.h
2017-06-23-04:26:38 Scanned: JSON_FAIL_SAFE.h
2017-06-23-04:26:38 Scanned: _itoa.h
2017-06-23-04:26:38 Scanned: validyMacros.h%7E
2017-06-23-04:26:38 Scanned: isNumeric.h
2017-06-23-04:26:38 Scanned: _areFloatsEqual.cpp
2017-06-23-04:26:38 Scanned: _uitoa.cpp
2017-06-23-04:26:38 Scanned: _areFloatsEqual.h
2017-06-23-04:26:38 Scanned: getLenSize.cpp
2017-06-23-04:26:38 Scanned: _atof.h
2017-06-23-04:26:38 Scanned: jsonSingleton.h
2017-06-23-04:26:38 Scanned: jsonSingleton.cpp
2017-06-23-04:26:38 Scanned: ._JSONWorker.cpp
2017-06-23-04:26:38 Scanned: ._JSONValidator.h
2017-06-23-04:26:38 Scanned: _itoa.cpp
2017-06-23-04:26:38 Scanned: ._JSONGlobals.h
2017-06-23-04:26:39 Scanned: _atof.cpp
2017-06-23-04:26:39 Scanned: JSONStats.h
2017-06-23-04:26:39 Scanned: JSON_Base64.h
2017-06-23-04:26:39 Scanned: JSONNode.cpp
2017-06-23-04:26:39 Scanned: JSONPreparse.cpp
2017-06-23-04:26:39 Scanned: ._JSONNode_Mutex.cpp
2017-06-23-04:26:39 Scanned: ._libjson.cpp
2017-06-23-04:26:39 Scanned: ._JSONAllocator.h
2017-06-23-04:26:39 Scanned: ._JSON_Base64.h
2017-06-23-04:26:39 Scanned: JSONDefs.h
2017-06-23-04:26:39 Scanned: ._JSONSharedString.h
2017-06-23-04:26:39 Scanned: isValidNumber.cpp
2017-06-23-04:26:39 Scanned: isNumeric.cpp
2017-06-23-04:26:39 Scanned: JSONValidator.h
2017-06-23-04:26:39 Scanned: JSONIterators.cpp
2017-06-23-04:26:39 Scanned: JSONMemory.cpp
2017-06-23-04:26:39 Scanned: ._JSONChildren.h
2017-06-23-04:26:39 Scanned: ._JSONNode.h
2017-06-23-04:26:39 Scanned: ._JSONMemory.h
2017-06-23-04:26:39 Scanned: JSONAllocator.cpp
2017-06-23-04:26:39 Scanned: ._JSONSingleton.h
2017-06-23-04:26:39 Scanned: ._JSONPreparse.cpp
2017-06-23-04:26:39 Scanned: JSONChildren.cpp
2017-06-23-04:26:39 Scanned: ._JSONStats.h
2017-06-23-04:26:39 Scanned: ._JSONDefs.h
2017-06-23-04:26:39 Scanned: ._JSONStream.cpp
2017-06-23-04:26:39 Scanned: JSONStream.cpp
2017-06-23-04:26:39 Scanned: JSONAllocator.h
2017-06-23-04:26:39 Scanned: ._JSONDefs
2017-06-23-04:26:39 Scanned: ._internalJSONNode.cpp
2017-06-23-04:26:39 Scanned: JSONDebug.h
2017-06-23-04:26:39 Scanned: JSONWorker.h
2017-06-23-04:26:39 Scanned: ._JSONChildren.cpp
2017-06-23-04:26:39 Scanned: JSONSharedString.h
2017-06-23-04:26:40 Scanned: JSONDebug.cpp
2017-06-23-04:26:40 Scanned: ._NumberToString.h
2017-06-23-04:26:40 Scanned: NumberToString.h
2017-06-23-04:26:40 Scanned: ._JSONMemory.cpp
2017-06-23-04:26:40 Scanned: JSONSingleton.h
2017-06-23-04:26:40 Scanned: JSONMemory.h
2017-06-23-04:26:40 Scanned: libjson.cpp
2017-06-23-04:26:40 Scanned: ._JSONNode.cpp
2017-06-23-04:26:40 Scanned: JSONDefs.h%7E
2017-06-23-04:26:40 Scanned: JSONMemoryPool.h
2017-06-23-04:26:40 Scanned: ._JSONStream.h
2017-06-23-04:26:40 Scanned: JSONNode_Mutex.cpp
2017-06-23-04:26:40 Scanned: JSONNode.h
2017-06-23-04:26:40 Scanned: ._JSONDebug.h
2017-06-23-04:26:40 Scanned: JSONPreparse.h
2017-06-23-04:26:40 Scanned: ._internalJSONNode.h
2017-06-23-04:26:40 Scanned: ._JSONAllocator.cpp
2017-06-23-04:26:40 Scanned: ._JSONMemoryPool.h
2017-06-23-04:26:40 Scanned: JSONGlobals.h
2017-06-23-04:26:40 Scanned: ._JSONIterators.cpp
2017-06-23-04:26:40 Scanned: ._JSONWriter.cpp
2017-06-23-04:26:40 Scanned: ._JSONWorker.h
2017-06-23-04:26:40 Scanned: JSONWriter.cpp
2017-06-23-04:26:40 Scanned: JSONStream.h
2017-06-23-04:26:40 Scanned: ._JSONDebug.cpp
2017-06-23-04:26:40 Scanned: ._JSONPreparse.h
2017-06-23-04:26:40 Scanned: JSONDefs
2017-06-23-04:26:40 Scanned: ._Unknown_C.h
2017-06-23-04:26:40 Scanned: Visual_C.h
2017-06-23-04:26:40 Scanned: JSONValidator.cpp
2017-06-23-04:26:40 Scanned: ._Visual_C.h
2017-06-23-04:26:40 Scanned: NumberToString.h%7E
2017-06-23-04:26:40 Scanned: Strings_Defs.h
2017-06-23-04:26:40 Scanned: ._GNU_C.h
2017-06-23-04:26:40 Scanned: ._Strings_Defs.h
2017-06-23-04:26:40 Scanned: Unknown_C.h
2017-06-23-04:26:40 Scanned: ._libbase64%2B%2B
2017-06-23-04:26:40 Scanned: ._mempool%2B%2B
2017-06-23-04:26:40 Scanned: mempool%2B%2B
2017-06-23-04:26:40 Scanned: libbase64%2B%2B
2017-06-23-04:26:40 Scanned: GNU_C.h
2017-06-23-04:26:40 Scanned: ._mempool.h
2017-06-23-04:26:41 Scanned: ._libbase64%2B%2B.h
2017-06-23-04:26:41 Scanned: JSONChildren.h
2017-06-23-04:26:41 Scanned: internalJSONNode.h
2017-06-23-04:26:41 Scanned: TestSharedString.cpp
2017-06-23-04:26:41 Scanned: TestInequality.cpp
2017-06-23-04:26:41 Scanned: TestFunctions.cpp
2017-06-23-04:26:41 Scanned: libbase64%2B%2B.h
2017-06-23-04:26:41 Scanned: TestSuite2Creator.php
2017-06-23-04:26:41 Scanned: main.cpp
2017-06-23-04:26:41 Scanned: internalJSONNode.cpp
2017-06-23-04:26:41 Scanned: TestValidator.cpp
2017-06-23-04:26:41 Scanned: TestNamespace.cpp
2017-06-23-04:26:41 Scanned: TestEquality.cpp
2017-06-23-04:26:41 Scanned: TestSuite.h%7E
2017-06-23-04:26:41 Scanned: JSONWorker.cpp
2017-06-23-04:26:41 Scanned: TestString.cpp
2017-06-23-04:26:41 Scanned: TestCtors.cpp
2017-06-23-04:26:41 Scanned: RunTestSuite2.h
2017-06-23-04:26:41 Scanned: TestMutex.cpp
2017-06-23-04:26:42 Scanned: TestChildren.cpp
2017-06-23-04:26:42 Scanned: UStringTest.h
2017-06-23-04:26:42 Scanned: TestStreams.cpp
2017-06-23-04:26:42 Scanned: UnitTest.cpp
2017-06-23-04:26:42 Scanned: TestSuite.cpp
2017-06-23-04:26:42 Scanned: TestBinary.cpp
2017-06-23-04:26:42 Scanned: TestConverters.cpp
