2017-07-11-09:42:36 Scanning files for: licenses, copyrights with 8 process(es)...
2017-07-11-09:42:36 Building license detection index...
2017-07-11-01:43:21 Done.
2017-07-11-01:43:21 Scanning files...
2017-07-11-01:43:22 Scanned: libjson
2017-07-11-01:43:22 Scanned: ._JSONOptions.h
2017-07-11-01:43:22 Scanned: _internal
2017-07-11-01:43:22 Scanned: Getting+Started
2017-07-11-01:43:22 Scanned: TestSuite2
2017-07-11-01:43:22 Scanned: Source
2017-07-11-01:43:22 Scanned: Dependencies
2017-07-11-01:43:22 Scanned: TestSuite
2017-07-11-01:43:22 Scanned: License.txt
2017-07-11-01:43:22 Scanned: JSONValidator
2017-07-11-01:43:22 Scanned: JSONDebug
2017-07-11-01:43:22 Scanned: JSON_Base64
2017-07-11-01:43:22 Scanned: BaseTest.h
2017-07-11-01:43:22 Scanned: NumberToString
2017-07-11-01:43:22 Scanned: JSONGlobals
2017-07-11-01:43:22 Scanned: libjson.vcproj
2017-07-11-01:43:22 Scanned: isValidNamedObject.cpp
2017-07-11-01:43:22 Scanned: libjson.h
2017-07-11-01:43:22 Scanned: isValidNamedObject.h
2017-07-11-01:43:22 Scanned: isValidRoot.cpp
2017-07-11-01:43:22 Scanned: securityTest.h
2017-07-11-01:43:22 Scanned: isValidArray.h
2017-07-11-01:43:22 Scanned: libjson.vcproj%7E
2017-07-11-01:43:22 Scanned: JSONOptions.h
2017-07-11-01:43:22 Scanned: isValidPartialRoot.h
2017-07-11-01:43:22 Scanned: isValidMember.cpp
2017-07-11-01:43:22 Scanned: isValidObject.cpp
2017-07-11-01:43:22 Scanned: isValidString.cpp
2017-07-11-01:43:22 Scanned: isValidObject.h
2017-07-11-01:43:22 Scanned: securityTest.cpp
2017-07-11-01:43:22 Scanned: isValidRoot.h
2017-07-11-01:43:22 Scanned: isValidString.h
2017-07-11-01:43:22 Scanned: isValidPartialRoot.cpp
2017-07-11-01:43:22 Scanned: Resources
2017-07-11-01:43:22 Scanned: isValidMember.h
2017-07-11-01:43:22 Scanned: makefile
2017-07-11-01:43:22 Scanned: isValidArray.cpp
2017-07-11-01:43:22 Scanned: validyMacros.h
2017-07-11-01:43:22 Scanned: JSON_ASSERT.h
2017-07-11-01:43:23 Scanned: JSON_FAIL.h
2017-07-11-01:43:23 Scanned: isValidNumber.h
2017-07-11-01:43:23 Scanned: JSON_FAIL.cpp
2017-07-11-01:43:23 Scanned: JSON_FAIL_SAFE.h
2017-07-11-01:43:23 Scanned: JSON_ASSERT_SAFE.cpp
2017-07-11-01:43:23 Scanned: JSON_ASSERT.cpp
2017-07-11-01:43:23 Scanned: JSON_ASSERT_SAFE.h
2017-07-11-01:43:23 Scanned: JSON_FAIL_SAFE.cpp
2017-07-11-01:43:23 Scanned: json_decode64.cpp
2017-07-11-01:43:23 Scanned: json_encode64.cpp
2017-07-11-01:43:23 Scanned: json_encode64.h
2017-07-11-01:43:23 Scanned: _ftoa.h
2017-07-11-01:43:23 Scanned: _uitoa.h
2017-07-11-01:43:23 Scanned: getLenSize.h
2017-07-11-01:43:23 Scanned: _ftoa.cpp
2017-07-11-01:43:23 Scanned: validyMacros.h%7E
2017-07-11-01:43:23 Scanned: _itoa.h
2017-07-11-01:43:23 Scanned: isNumeric.h
2017-07-11-01:43:23 Scanned: json_decode64.h
2017-07-11-01:43:23 Scanned: _areFloatsEqual.cpp
2017-07-11-01:43:23 Scanned: _uitoa.cpp
2017-07-11-01:43:23 Scanned: _areFloatsEqual.h
2017-07-11-01:43:23 Scanned: getLenSize.cpp
2017-07-11-01:43:23 Scanned: _atof.h
2017-07-11-01:43:23 Scanned: jsonSingleton.h
2017-07-11-01:43:23 Scanned: _itoa.cpp
2017-07-11-01:43:23 Scanned: ._JSONWorker.cpp
2017-07-11-01:43:23 Scanned: ._JSONValidator.h
2017-07-11-01:43:23 Scanned: jsonSingleton.cpp
2017-07-11-01:43:23 Scanned: ._JSONGlobals.h
2017-07-11-01:43:23 Scanned: _atof.cpp
2017-07-11-01:43:23 Scanned: JSONStats.h
2017-07-11-01:43:23 Scanned: JSON_Base64.h
2017-07-11-01:43:23 Scanned: ._JSONNode_Mutex.cpp
2017-07-11-01:43:23 Scanned: JSONPreparse.cpp
2017-07-11-01:43:23 Scanned: JSONNode.cpp
2017-07-11-01:43:23 Scanned: ._libjson.cpp
2017-07-11-01:43:23 Scanned: ._JSONAllocator.h
2017-07-11-01:43:23 Scanned: ._JSON_Base64.h
2017-07-11-01:43:23 Scanned: JSONDefs.h
2017-07-11-01:43:23 Scanned: ._JSONSharedString.h
2017-07-11-01:43:24 Scanned: isNumeric.cpp
2017-07-11-01:43:24 Scanned: isValidNumber.cpp
2017-07-11-01:43:24 Scanned: JSONIterators.cpp
2017-07-11-01:43:24 Scanned: JSONMemory.cpp
2017-07-11-01:43:24 Scanned: ._JSONChildren.h
2017-07-11-01:43:24 Scanned: ._JSONNode.h
2017-07-11-01:43:24 Scanned: JSONValidator.h
2017-07-11-01:43:24 Scanned: ._JSONMemory.h
2017-07-11-01:43:24 Scanned: ._JSONPreparse.cpp
2017-07-11-01:43:24 Scanned: JSONAllocator.cpp
2017-07-11-01:43:24 Scanned: ._JSONSingleton.h
2017-07-11-01:43:24 Scanned: ._JSONStats.h
2017-07-11-01:43:24 Scanned: ._JSONDefs.h
2017-07-11-01:43:24 Scanned: JSONAllocator.h
2017-07-11-01:43:24 Scanned: JSONChildren.cpp
2017-07-11-01:43:24 Scanned: ._JSONStream.cpp
2017-07-11-01:43:24 Scanned: JSONStream.cpp
2017-07-11-01:43:24 Scanned: ._JSONDefs
2017-07-11-01:43:24 Scanned: ._internalJSONNode.cpp
2017-07-11-01:43:24 Scanned: JSONDebug.h
2017-07-11-01:43:24 Scanned: JSONWorker.h
2017-07-11-01:43:24 Scanned: ._JSONChildren.cpp
2017-07-11-01:43:24 Scanned: JSONDebug.cpp
2017-07-11-01:43:24 Scanned: ._NumberToString.h
2017-07-11-01:43:24 Scanned: NumberToString.h
2017-07-11-01:43:24 Scanned: JSONSharedString.h
2017-07-11-01:43:24 Scanned: ._JSONMemory.cpp
2017-07-11-01:43:24 Scanned: JSONMemory.h
2017-07-11-01:43:24 Scanned: JSONSingleton.h
2017-07-11-01:43:24 Scanned: ._JSONNode.cpp
2017-07-11-01:43:24 Scanned: JSONNode.h
2017-07-11-01:43:24 Scanned: JSONMemoryPool.h
2017-07-11-01:43:24 Scanned: ._JSONStream.h
2017-07-11-01:43:24 Scanned: JSONNode_Mutex.cpp
2017-07-11-01:43:24 Scanned: JSONGlobals.h
2017-07-11-01:43:24 Scanned: libjson.cpp
2017-07-11-01:43:24 Scanned: ._JSONDebug.h
2017-07-11-01:43:24 Scanned: JSONValidator.cpp
2017-07-11-01:43:24 Scanned: ._internalJSONNode.h
2017-07-11-01:43:24 Scanned: ._JSONAllocator.cpp
2017-07-11-01:43:24 Scanned: JSONPreparse.h
2017-07-11-01:43:24 Scanned: ._JSONMemoryPool.h
2017-07-11-01:43:24 Scanned: ._JSONIterators.cpp
2017-07-11-01:43:24 Scanned: ._JSONWriter.cpp
2017-07-11-01:43:24 Scanned: ._JSONWorker.h
2017-07-11-01:43:24 Scanned: JSONWriter.cpp
2017-07-11-01:43:24 Scanned: JSONStream.h
2017-07-11-01:43:24 Scanned: ._JSONDebug.cpp
2017-07-11-01:43:24 Scanned: ._JSONPreparse.h
2017-07-11-01:43:24 Scanned: JSONDefs.h%7E
2017-07-11-01:43:24 Scanned: JSONDefs
2017-07-11-01:43:25 Scanned: ._Unknown_C.h
2017-07-11-01:43:25 Scanned: Visual_C.h
2017-07-11-01:43:25 Scanned: Strings_Defs.h
2017-07-11-01:43:25 Scanned: ._Visual_C.h
2017-07-11-01:43:25 Scanned: NumberToString.h%7E
2017-07-11-01:43:25 Scanned: ._GNU_C.h
2017-07-11-01:43:25 Scanned: ._Strings_Defs.h
2017-07-11-01:43:25 Scanned: Unknown_C.h
2017-07-11-01:43:25 Scanned: ._libbase64%2B%2B
2017-07-11-01:43:25 Scanned: ._mempool%2B%2B
2017-07-11-01:43:25 Scanned: mempool%2B%2B
2017-07-11-01:43:25 Scanned: libbase64%2B%2B
2017-07-11-01:43:25 Scanned: GNU_C.h
2017-07-11-01:43:25 Scanned: ._mempool.h
2017-07-11-01:43:25 Scanned: ._libbase64%2B%2B.h
2017-07-11-01:43:25 Scanned: JSONChildren.h
2017-07-11-01:43:25 Scanned: internalJSONNode.h
2017-07-11-01:43:25 Scanned: TestInequality.cpp
2017-07-11-01:43:25 Scanned: TestSharedString.cpp
2017-07-11-01:43:25 Scanned: libbase64%2B%2B.h
2017-07-11-01:43:25 Scanned: TestFunctions.cpp
2017-07-11-01:43:25 Scanned: TestSuite2Creator.php
2017-07-11-01:43:25 Scanned: internalJSONNode.cpp
2017-07-11-01:43:25 Scanned: TestNamespace.cpp
2017-07-11-01:43:25 Scanned: main.cpp
2017-07-11-01:43:25 Scanned: TestValidator.cpp
2017-07-11-01:43:25 Scanned: TestEquality.cpp
2017-07-11-01:43:25 Scanned: TestCtors.cpp
2017-07-11-01:43:25 Scanned: TestSuite.h%7E
2017-07-11-01:43:25 Scanned: TestString.cpp
2017-07-11-01:43:26 Scanned: TestMutex.cpp
2017-07-11-01:43:26 Scanned: RunTestSuite2.h
2017-07-11-01:43:26 Scanned: TestChildren.cpp
2017-07-11-01:43:26 Scanned: JSONWorker.cpp
2017-07-11-01:43:26 Scanned: UStringTest.h
