2017-06-23-10:34:25 Scanning files for: licenses, copyrights with 8 process(es)...
2017-06-23-10:34:25 Building license detection index...
2017-06-23-02:35:18 Done.
2017-06-23-02:35:19 Scanning files...
2017-06-23-02:35:20 Scanned: libjson
2017-06-23-02:35:20 Scanned: ._JSONOptions.h
2017-06-23-02:35:20 Scanned: _internal
2017-06-23-02:35:20 Scanned: Getting+Started
2017-06-23-02:35:20 Scanned: TestSuite2
2017-06-23-02:35:20 Scanned: Source
2017-06-23-02:35:20 Scanned: Dependencies
2017-06-23-02:35:20 Scanned: TestSuite
2017-06-23-02:35:20 Scanned: License.txt
2017-06-23-02:35:20 Scanned: JSONValidator
2017-06-23-02:35:20 Scanned: BaseTest.h
2017-06-23-02:35:20 Scanned: JSONDebug
2017-06-23-02:35:20 Scanned: JSON_Base64
2017-06-23-02:35:20 Scanned: NumberToString
2017-06-23-02:35:20 Scanned: JSONGlobals
2017-06-23-02:35:20 Scanned: libjson.vcproj
2017-06-23-02:35:20 Scanned: isValidNamedObject.cpp
2017-06-23-02:35:20 Scanned: libjson.h
2017-06-23-02:35:20 Scanned: libjson.vcproj%7E
2017-06-23-02:35:20 Scanned: isValidNamedObject.h
2017-06-23-02:35:20 Scanned: isValidRoot.cpp
2017-06-23-02:35:20 Scanned: securityTest.h
2017-06-23-02:35:21 Scanned: isValidArray.h
2017-06-23-02:35:21 Scanned: makefile
2017-06-23-02:35:21 Scanned: isValidPartialRoot.h
2017-06-23-02:35:21 Scanned: isValidObject.h
2017-06-23-02:35:21 Scanned: isValidMember.cpp
2017-06-23-02:35:21 Scanned: isValidNumber.h
2017-06-23-02:35:21 Scanned: isValidString.cpp
2017-06-23-02:35:21 Scanned: isValidObject.cpp
2017-06-23-02:35:21 Scanned: securityTest.cpp
2017-06-23-02:35:21 Scanned: isValidString.h
2017-06-23-02:35:21 Scanned: isValidRoot.h
2017-06-23-02:35:21 Scanned: isValidMember.h
2017-06-23-02:35:21 Scanned: isValidPartialRoot.cpp
2017-06-23-02:35:21 Scanned: Resources
2017-06-23-02:35:21 Scanned: JSONOptions.h
2017-06-23-02:35:21 Scanned: isValidArray.cpp
2017-06-23-02:35:21 Scanned: JSON_ASSERT.h
2017-06-23-02:35:21 Scanned: validyMacros.h
2017-06-23-02:35:21 Scanned: JSON_FAIL.h
2017-06-23-02:35:21 Scanned: JSON_FAIL_SAFE.h
2017-06-23-02:35:21 Scanned: JSON_ASSERT.cpp
2017-06-23-02:35:21 Scanned: JSON_ASSERT_SAFE.cpp
2017-06-23-02:35:21 Scanned: JSON_ASSERT_SAFE.h
2017-06-23-02:35:21 Scanned: JSON_FAIL_SAFE.cpp
2017-06-23-02:35:21 Scanned: json_decode64.cpp
2017-06-23-02:35:21 Scanned: json_decode64.h
2017-06-23-02:35:21 Scanned: json_encode64.h
2017-06-23-02:35:21 Scanned: json_encode64.cpp
2017-06-23-02:35:21 Scanned: _ftoa.h
2017-06-23-02:35:21 Scanned: _uitoa.h
2017-06-23-02:35:21 Scanned: validyMacros.h%7E
2017-06-23-02:35:21 Scanned: JSON_FAIL.cpp
2017-06-23-02:35:21 Scanned: getLenSize.h
2017-06-23-02:35:21 Scanned: _ftoa.cpp
2017-06-23-02:35:21 Scanned: _itoa.h
2017-06-23-02:35:21 Scanned: isNumeric.h
2017-06-23-02:35:21 Scanned: _areFloatsEqual.cpp
2017-06-23-02:35:21 Scanned: _areFloatsEqual.h
2017-06-23-02:35:21 Scanned: getLenSize.cpp
2017-06-23-02:35:21 Scanned: _atof.h
2017-06-23-02:35:21 Scanned: _uitoa.cpp
2017-06-23-02:35:21 Scanned: jsonSingleton.h
2017-06-23-02:35:21 Scanned: _itoa.cpp
2017-06-23-02:35:21 Scanned: ._JSONWorker.cpp
2017-06-23-02:35:21 Scanned: ._JSONValidator.h
2017-06-23-02:35:21 Scanned: jsonSingleton.cpp
2017-06-23-02:35:21 Scanned: ._JSONGlobals.h
2017-06-23-02:35:22 Scanned: _atof.cpp
2017-06-23-02:35:22 Scanned: JSONStats.h
2017-06-23-02:35:22 Scanned: JSON_Base64.h
2017-06-23-02:35:22 Scanned: JSONPreparse.cpp
2017-06-23-02:35:22 Scanned: ._JSONNode_Mutex.cpp
2017-06-23-02:35:22 Scanned: ._libjson.cpp
2017-06-23-02:35:22 Scanned: ._JSONAllocator.h
2017-06-23-02:35:22 Scanned: JSONDefs.h
2017-06-23-02:35:22 Scanned: ._JSON_Base64.h
2017-06-23-02:35:22 Scanned: ._JSONSharedString.h
2017-06-23-02:35:22 Scanned: isNumeric.cpp
2017-06-23-02:35:22 Scanned: JSONNode.cpp
2017-06-23-02:35:22 Scanned: isValidNumber.cpp
2017-06-23-02:35:22 Scanned: JSONIterators.cpp
2017-06-23-02:35:22 Scanned: ._JSONChildren.h
2017-06-23-02:35:22 Scanned: JSONValidator.h
2017-06-23-02:35:22 Scanned: JSONMemory.cpp
2017-06-23-02:35:22 Scanned: ._JSONNode.h
2017-06-23-02:35:22 Scanned: ._JSONMemory.h
2017-06-23-02:35:22 Scanned: ._JSONPreparse.cpp
2017-06-23-02:35:22 Scanned: JSONAllocator.cpp
2017-06-23-02:35:22 Scanned: ._JSONSingleton.h
2017-06-23-02:35:22 Scanned: JSONChildren.cpp
2017-06-23-02:35:22 Scanned: JSONStream.cpp
2017-06-23-02:35:22 Scanned: ._JSONStats.h
2017-06-23-02:35:22 Scanned: ._JSONDefs.h
2017-06-23-02:35:22 Scanned: ._JSONStream.cpp
2017-06-23-02:35:22 Scanned: JSONAllocator.h
2017-06-23-02:35:22 Scanned: ._JSONDefs
2017-06-23-02:35:22 Scanned: JSONDebug.h
2017-06-23-02:35:22 Scanned: ._internalJSONNode.cpp
2017-06-23-02:35:23 Scanned: JSONWorker.h
2017-06-23-02:35:23 Scanned: ._JSONChildren.cpp
2017-06-23-02:35:23 Scanned: JSONDebug.cpp
2017-06-23-02:35:23 Scanned: ._NumberToString.h
2017-06-23-02:35:23 Scanned: JSONSharedString.h
2017-06-23-02:35:23 Scanned: ._JSONMemory.cpp
2017-06-23-02:35:23 Scanned: NumberToString.h
2017-06-23-02:35:23 Scanned: libjson.cpp
2017-06-23-02:35:23 Scanned: JSONSingleton.h
2017-06-23-02:35:23 Scanned: ._JSONNode.cpp
2017-06-23-02:35:23 Scanned: JSONMemoryPool.h
2017-06-23-02:35:23 Scanned: JSONNode_Mutex.cpp
2017-06-23-02:35:23 Scanned: JSONMemory.h
2017-06-23-02:35:23 Scanned: ._JSONStream.h
2017-06-23-02:35:23 Scanned: JSONNode.h
2017-06-23-02:35:23 Scanned: JSONGlobals.h
2017-06-23-02:35:23 Scanned: ._JSONDebug.h
2017-06-23-02:35:23 Scanned: JSONValidator.cpp
2017-06-23-02:35:23 Scanned: JSONPreparse.h
2017-06-23-02:35:23 Scanned: ._internalJSONNode.h
2017-06-23-02:35:23 Scanned: ._JSONAllocator.cpp
2017-06-23-02:35:23 Scanned: ._JSONMemoryPool.h
2017-06-23-02:35:23 Scanned: ._JSONIterators.cpp
2017-06-23-02:35:23 Scanned: ._JSONWriter.cpp
2017-06-23-02:35:23 Scanned: ._JSONWorker.h
2017-06-23-02:35:23 Scanned: JSONWriter.cpp
2017-06-23-02:35:23 Scanned: JSONStream.h
2017-06-23-02:35:23 Scanned: ._JSONDebug.cpp
2017-06-23-02:35:23 Scanned: JSONDefs.h%7E
2017-06-23-02:35:23 Scanned: ._JSONPreparse.h
2017-06-23-02:35:23 Scanned: JSONDefs
2017-06-23-02:35:23 Scanned: ._Unknown_C.h
2017-06-23-02:35:23 Scanned: Visual_C.h
2017-06-23-02:35:23 Scanned: Strings_Defs.h
2017-06-23-02:35:23 Scanned: ._Visual_C.h
2017-06-23-02:35:24 Scanned: Unknown_C.h
2017-06-23-02:35:24 Scanned: ._GNU_C.h
2017-06-23-02:35:24 Scanned: GNU_C.h
2017-06-23-02:35:24 Scanned: ._libbase64%2B%2B
2017-06-23-02:35:24 Scanned: ._Strings_Defs.h
2017-06-23-02:35:24 Scanned: ._mempool%2B%2B
2017-06-23-02:35:24 Scanned: mempool%2B%2B
2017-06-23-02:35:24 Scanned: libbase64%2B%2B
2017-06-23-02:35:24 Scanned: ._mempool.h
2017-06-23-02:35:24 Scanned: internalJSONNode.h
2017-06-23-02:35:24 Scanned: JSONChildren.h
2017-06-23-02:35:24 Scanned: ._libbase64%2B%2B.h
2017-06-23-02:35:24 Scanned: NumberToString.h%7E
2017-06-23-02:35:24 Scanned: TestInequality.cpp
2017-06-23-02:35:24 Scanned: TestSharedString.cpp
2017-06-23-02:35:24 Scanned: libbase64%2B%2B.h
2017-06-23-02:35:24 Scanned: TestFunctions.cpp
2017-06-23-02:35:24 Scanned: internalJSONNode.cpp
2017-06-23-02:35:24 Scanned: main.cpp
2017-06-23-02:35:24 Scanned: TestSuite2Creator.php
2017-06-23-02:35:24 Scanned: TestValidator.cpp
2017-06-23-02:35:24 Scanned: TestNamespace.cpp
2017-06-23-02:35:25 Scanned: TestSuite.h%7E
2017-06-23-02:35:25 Scanned: TestEquality.cpp
2017-06-23-02:35:25 Scanned: TestString.cpp
2017-06-23-02:35:25 Scanned: TestCtors.cpp
2017-06-23-02:35:25 Scanned: TestMutex.cpp
2017-06-23-02:35:25 Scanned: RunTestSuite2.h
2017-06-23-02:35:25 Scanned: TestChildren.cpp
2017-06-23-02:35:25 Scanned: TestStreams.cpp
2017-06-23-02:35:25 Scanned: UStringTest.h
2017-06-23-02:35:25 Scanned: JSONWorker.cpp
2017-06-23-02:35:25 Scanned: TestSuite.cpp
2017-06-23-02:35:25 Scanned: TestBinary.cpp
2017-06-23-02:35:25 Scanned: UnitTest.cpp
2017-06-23-02:35:25 Scanned: TestConverters.cpp
2017-06-23-02:35:25 Scanned: main.cpp%7E
2017-06-23-02:35:25 Scanned: TestSuite.1
2017-06-23-02:35:25 Scanned: TestSuite.h
2017-06-23-02:35:25 Scanned: Checklist.txt
2017-06-23-02:35:25 Scanned: StringTest.h
2017-06-23-02:35:25 Scanned: RunTestSuite2.cpp
2017-06-23-02:35:25 Scanned: UnitTest.h
2017-06-23-02:35:25 Scanned: TestRefCounting.cpp
2017-06-23-02:35:25 Scanned: TestWriter.cpp
2017-06-23-02:35:25 Scanned: makefile
2017-06-23-02:35:25 Scanned: Benchmark
2017-06-23-02:35:25 Scanned: TestString.cpp%7E
2017-06-23-02:35:25 Scanned: TestSuite.xcodeproj
2017-06-23-02:35:25 Scanned: All
2017-06-23-02:35:26 Scanned: TestComments.cpp
2017-06-23-02:35:26 Scanned: TestInspectors.cpp
2017-06-23-02:35:26 Scanned: makefile
