2017-07-11-13:08:55 Scanning files for: licenses, copyrights with 8 process(es)...
2017-07-11-13:08:55 Building license detection index...
2017-07-11-05:08:57 Done.
2017-07-11-05:08:57 Scanning files...
2017-07-11-05:09:00 Scanned: libjson
2017-07-11-05:09:00 Scanned: ._JSONOptions.h
2017-07-11-05:09:00 Scanned: _internal
2017-07-11-05:09:00 Scanned: Getting+Started
2017-07-11-05:09:00 Scanned: TestSuite2
2017-07-11-05:09:00 Scanned: Source
2017-07-11-05:09:00 Scanned: Dependencies
2017-07-11-05:09:00 Scanned: TestSuite
2017-07-11-05:09:00 Scanned: License.txt
2017-07-11-05:09:00 Scanned: JSONValidator
2017-07-11-05:09:00 Scanned: JSONDebug
2017-07-11-05:09:00 Scanned: JSON_Base64
2017-07-11-05:09:00 Scanned: BaseTest.h
2017-07-11-05:09:01 Scanned: JSONGlobals
2017-07-11-05:09:01 Scanned: NumberToString
2017-07-11-05:09:01 Scanned: isValidArray.h
2017-07-11-05:09:01 Scanned: isValidNamedObject.h
2017-07-11-05:09:01 Scanned: libjson.h
2017-07-11-05:09:01 Scanned: isValidRoot.cpp
2017-07-11-05:09:01 Scanned: isValidNamedObject.cpp
2017-07-11-05:09:01 Scanned: securityTest.h
2017-07-11-05:09:01 Scanned: makefile
2017-07-11-05:09:01 Scanned: isValidPartialRoot.h
2017-07-11-05:09:01 Scanned: isValidMember.cpp
2017-07-11-05:09:01 Scanned: isValidObject.h
2017-07-11-05:09:01 Scanned: isValidString.cpp
2017-07-11-05:09:01 Scanned: libjson.vcproj
2017-07-11-05:09:01 Scanned: securityTest.cpp
2017-07-11-05:09:01 Scanned: isValidObject.cpp
2017-07-11-05:09:01 Scanned: isValidNumber.h
2017-07-11-05:09:01 Scanned: isValidString.h
2017-07-11-05:09:01 Scanned: isValidPartialRoot.cpp
2017-07-11-05:09:01 Scanned: isValidRoot.h
2017-07-11-05:09:01 Scanned: Resources
2017-07-11-05:09:01 Scanned: isValidArray.cpp
2017-07-11-05:09:01 Scanned: isValidMember.h
2017-07-11-05:09:01 Scanned: validyMacros.h
2017-07-11-05:09:01 Scanned: JSON_ASSERT.h
2017-07-11-05:09:01 Scanned: JSON_FAIL.h
2017-07-11-05:09:01 Scanned: libjson.vcproj%7E
2017-07-11-05:09:01 Scanned: JSONOptions.h
2017-07-11-05:09:01 Scanned: JSON_FAIL.cpp
2017-07-11-05:09:01 Scanned: JSON_ASSERT.cpp
2017-07-11-05:09:01 Scanned: JSON_ASSERT_SAFE.cpp
2017-07-11-05:09:01 Scanned: JSON_FAIL_SAFE.h
2017-07-11-05:09:01 Scanned: JSON_ASSERT_SAFE.h
2017-07-11-05:09:01 Scanned: json_decode64.h
2017-07-11-05:09:01 Scanned: json_encode64.h
2017-07-11-05:09:01 Scanned: JSON_FAIL_SAFE.cpp
2017-07-11-05:09:01 Scanned: json_decode64.cpp
2017-07-11-05:09:01 Scanned: json_encode64.cpp
2017-07-11-05:09:01 Scanned: _ftoa.h
2017-07-11-05:09:01 Scanned: _uitoa.h
2017-07-11-05:09:01 Scanned: getLenSize.h
2017-07-11-05:09:01 Scanned: _itoa.h
2017-07-11-05:09:01 Scanned: _ftoa.cpp
2017-07-11-05:09:01 Scanned: validyMacros.h%7E
2017-07-11-05:09:01 Scanned: _areFloatsEqual.cpp
2017-07-11-05:09:01 Scanned: isNumeric.h
2017-07-11-05:09:01 Scanned: getLenSize.cpp
2017-07-11-05:09:01 Scanned: _areFloatsEqual.h
2017-07-11-05:09:01 Scanned: _uitoa.cpp
2017-07-11-05:09:01 Scanned: jsonSingleton.h
2017-07-11-05:09:01 Scanned: _atof.h
2017-07-11-05:09:02 Scanned: ._JSONValidator.h
2017-07-11-05:09:02 Scanned: ._JSONWorker.cpp
2017-07-11-05:09:02 Scanned: jsonSingleton.cpp
2017-07-11-05:09:02 Scanned: _itoa.cpp
2017-07-11-05:09:02 Scanned: ._JSONGlobals.h
2017-07-11-05:09:02 Scanned: _atof.cpp
2017-07-11-05:09:02 Scanned: JSONStats.h
2017-07-11-05:09:02 Scanned: JSON_Base64.h
2017-07-11-05:09:02 Scanned: JSONDefs.h
2017-07-11-05:09:02 Scanned: JSONPreparse.cpp
2017-07-11-05:09:02 Scanned: ._JSONNode_Mutex.cpp
2017-07-11-05:09:02 Scanned: ._libjson.cpp
2017-07-11-05:09:02 Scanned: ._JSONAllocator.h
2017-07-11-05:09:02 Scanned: ._JSON_Base64.h
2017-07-11-05:09:02 Scanned: ._JSONSharedString.h
2017-07-11-05:09:02 Scanned: JSONNode.cpp
2017-07-11-05:09:02 Scanned: isNumeric.cpp
2017-07-11-05:09:02 Scanned: JSONMemory.cpp
2017-07-11-05:09:02 Scanned: JSONIterators.cpp
2017-07-11-05:09:02 Scanned: isValidNumber.cpp
2017-07-11-05:09:02 Scanned: JSONValidator.h
2017-07-11-05:09:02 Scanned: ._JSONChildren.h
2017-07-11-05:09:02 Scanned: ._JSONNode.h
2017-07-11-05:09:02 Scanned: ._JSONMemory.h
2017-07-11-05:09:02 Scanned: ._JSONPreparse.cpp
2017-07-11-05:09:02 Scanned: JSONAllocator.cpp
2017-07-11-05:09:02 Scanned: JSONStream.cpp
2017-07-11-05:09:02 Scanned: ._JSONSingleton.h
2017-07-11-05:09:02 Scanned: ._JSONStats.h
2017-07-11-05:09:02 Scanned: ._JSONDefs.h
2017-07-11-05:09:02 Scanned: ._JSONStream.cpp
2017-07-11-05:09:02 Scanned: JSONAllocator.h
2017-07-11-05:09:02 Scanned: JSONDebug.h
2017-07-11-05:09:02 Scanned: ._JSONDefs
2017-07-11-05:09:02 Scanned: ._internalJSONNode.cpp
2017-07-11-05:09:02 Scanned: NumberToString.h
2017-07-11-05:09:02 Scanned: JSONWorker.h
2017-07-11-05:09:02 Scanned: JSONSharedString.h
2017-07-11-05:09:02 Scanned: ._JSONChildren.cpp
2017-07-11-05:09:02 Scanned: JSONChildren.cpp
2017-07-11-05:09:02 Scanned: ._JSONMemory.cpp
2017-07-11-05:09:02 Scanned: ._NumberToString.h
2017-07-11-05:09:02 Scanned: JSONDebug.cpp
2017-07-11-05:09:03 Scanned: JSONMemory.h
2017-07-11-05:09:03 Scanned: JSONSingleton.h
2017-07-11-05:09:03 Scanned: JSONNode.h
2017-07-11-05:09:03 Scanned: ._JSONNode.cpp
2017-07-11-05:09:03 Scanned: JSONMemoryPool.h
2017-07-11-05:09:03 Scanned: JSONDefs.h%7E
2017-07-11-05:09:03 Scanned: libjson.cpp
2017-07-11-05:09:03 Scanned: JSONNode_Mutex.cpp
2017-07-11-05:09:03 Scanned: ._JSONStream.h
2017-07-11-05:09:03 Scanned: ._JSONDebug.h
2017-07-11-05:09:03 Scanned: JSONPreparse.h
2017-07-11-05:09:03 Scanned: ._internalJSONNode.h
2017-07-11-05:09:03 Scanned: ._JSONAllocator.cpp
2017-07-11-05:09:03 Scanned: ._JSONMemoryPool.h
2017-07-11-05:09:03 Scanned: JSONGlobals.h
2017-07-11-05:09:03 Scanned: ._JSONIterators.cpp
2017-07-11-05:09:03 Scanned: JSONValidator.cpp
2017-07-11-05:09:03 Scanned: ._JSONWriter.cpp
2017-07-11-05:09:03 Scanned: ._JSONWorker.h
2017-07-11-05:09:03 Scanned: ._JSONDebug.cpp
2017-07-11-05:09:03 Scanned: JSONWriter.cpp
2017-07-11-05:09:03 Scanned: JSONStream.h
2017-07-11-05:09:03 Scanned: JSONDefs
2017-07-11-05:09:03 Scanned: ._JSONPreparse.h
2017-07-11-05:09:03 Scanned: ._Unknown_C.h
2017-07-11-05:09:03 Scanned: Visual_C.h
2017-07-11-05:09:03 Scanned: Strings_Defs.h
2017-07-11-05:09:03 Scanned: ._Visual_C.h
2017-07-11-05:09:03 Scanned: Unknown_C.h
2017-07-11-05:09:03 Scanned: ._GNU_C.h
2017-07-11-05:09:03 Scanned: ._Strings_Defs.h
2017-07-11-05:09:03 Scanned: GNU_C.h
2017-07-11-05:09:03 Scanned: ._libbase64%2B%2B
2017-07-11-05:09:03 Scanned: ._mempool%2B%2B
2017-07-11-05:09:03 Scanned: NumberToString.h%7E
2017-07-11-05:09:03 Scanned: mempool%2B%2B
2017-07-11-05:09:03 Scanned: libbase64%2B%2B
2017-07-11-05:09:03 Scanned: ._mempool.h
2017-07-11-05:09:03 Scanned: ._libbase64%2B%2B.h
2017-07-11-05:09:03 Scanned: JSONChildren.h
2017-07-11-05:09:03 Scanned: internalJSONNode.h
2017-07-11-05:09:03 Scanned: TestSharedString.cpp
2017-07-11-05:09:03 Scanned: TestInequality.cpp
2017-07-11-05:09:04 Scanned: internalJSONNode.cpp
2017-07-11-05:09:04 Scanned: TestValidator.cpp
2017-07-11-05:09:04 Scanned: main.cpp
2017-07-11-05:09:04 Scanned: TestNamespace.cpp
2017-07-11-05:09:04 Scanned: TestFunctions.cpp
2017-07-11-05:09:04 Scanned: TestSuite2Creator.php
2017-07-11-05:09:04 Scanned: libbase64%2B%2B.h
2017-07-11-05:09:04 Scanned: TestEquality.cpp
2017-07-11-05:09:04 Scanned: TestCtors.cpp
2017-07-11-05:09:04 Scanned: TestString.cpp
2017-07-11-05:09:04 Scanned: TestSuite.h%7E
2017-07-11-05:09:04 Scanned: JSONWorker.cpp
2017-07-11-05:09:04 Scanned: RunTestSuite2.h
2017-07-11-05:09:04 Scanned: TestMutex.cpp
2017-07-11-05:09:04 Scanned: TestChildren.cpp
2017-07-11-05:09:04 Scanned: UStringTest.h
2017-07-11-05:09:04 Scanned: TestStreams.cpp
2017-07-11-05:09:04 Scanned: TestBinary.cpp
2017-07-11-05:09:04 Scanned: TestSuite.cpp
2017-07-11-05:09:04 Scanned: UnitTest.cpp
2017-07-11-05:09:04 Scanned: TestConverters.cpp
2017-07-11-05:09:04 Scanned: TestSuite.h
2017-07-11-05:09:04 Scanned: TestWriter.cpp
2017-07-11-05:09:04 Scanned: TestSuite.1
2017-07-11-05:09:04 Scanned: StringTest.h
2017-07-11-05:09:04 Scanned: Checklist.txt
2017-07-11-05:09:04 Scanned: TestComments.cpp
2017-07-11-05:09:04 Scanned: RunTestSuite2.cpp
