2017-06-23-10:43:15 Scanning files for: licenses, copyrights with 8 process(es)...
2017-06-23-10:43:15 Building license detection index...
2017-06-23-02:44:09 Done.
2017-06-23-02:44:10 Scanning files...
2017-06-23-02:44:11 Scanned: libjson
2017-06-23-02:44:11 Scanned: ._JSONOptions.h
2017-06-23-02:44:11 Scanned: _internal
2017-06-23-02:44:11 Scanned: Getting+Started
2017-06-23-02:44:11 Scanned: TestSuite2
2017-06-23-02:44:11 Scanned: Source
2017-06-23-02:44:11 Scanned: Dependencies
2017-06-23-02:44:11 Scanned: TestSuite
2017-06-23-02:44:12 Scanned: License.txt
2017-06-23-02:44:12 Scanned: JSONValidator
2017-06-23-02:44:12 Scanned: BaseTest.h
2017-06-23-02:44:12 Scanned: JSONDebug
2017-06-23-02:44:12 Scanned: JSON_Base64
2017-06-23-02:44:12 Scanned: NumberToString
2017-06-23-02:44:12 Scanned: JSONGlobals
2017-06-23-02:44:12 Scanned: libjson.h
2017-06-23-02:44:12 Scanned: libjson.vcproj%7E
2017-06-23-02:44:12 Scanned: isValidNamedObject.cpp
2017-06-23-02:44:12 Scanned: isValidNamedObject.h
2017-06-23-02:44:12 Scanned: libjson.vcproj
2017-06-23-02:44:12 Scanned: securityTest.h
2017-06-23-02:44:12 Scanned: isValidRoot.cpp
2017-06-23-02:44:12 Scanned: isValidPartialRoot.h
2017-06-23-02:44:12 Scanned: isValidMember.cpp
2017-06-23-02:44:12 Scanned: isValidArray.h
2017-06-23-02:44:12 Scanned: isValidObject.h
2017-06-23-02:44:12 Scanned: isValidObject.cpp
2017-06-23-02:44:12 Scanned: securityTest.cpp
2017-06-23-02:44:12 Scanned: isValidNumber.h
2017-06-23-02:44:12 Scanned: isValidString.cpp
2017-06-23-02:44:12 Scanned: isValidRoot.h
2017-06-23-02:44:12 Scanned: JSONOptions.h
2017-06-23-02:44:12 Scanned: isValidPartialRoot.cpp
2017-06-23-02:44:12 Scanned: isValidString.h
2017-06-23-02:44:12 Scanned: Resources
2017-06-23-02:44:12 Scanned: isValidArray.cpp
2017-06-23-02:44:12 Scanned: isValidMember.h
2017-06-23-02:44:12 Scanned: JSON_ASSERT.h
2017-06-23-02:44:12 Scanned: validyMacros.h
2017-06-23-02:44:12 Scanned: JSON_FAIL.h
2017-06-23-02:44:12 Scanned: JSON_FAIL_SAFE.h
2017-06-23-02:44:12 Scanned: JSON_ASSERT.cpp
2017-06-23-02:44:12 Scanned: makefile
2017-06-23-02:44:12 Scanned: JSON_ASSERT_SAFE.cpp
2017-06-23-02:44:12 Scanned: JSON_ASSERT_SAFE.h
2017-06-23-02:44:12 Scanned: JSON_FAIL.cpp
2017-06-23-02:44:13 Scanned: json_decode64.h
2017-06-23-02:44:13 Scanned: json_encode64.h
2017-06-23-02:44:13 Scanned: JSON_FAIL_SAFE.cpp
2017-06-23-02:44:13 Scanned: json_encode64.cpp
2017-06-23-02:44:13 Scanned: _ftoa.h
2017-06-23-02:44:13 Scanned: json_decode64.cpp
2017-06-23-02:44:13 Scanned: _uitoa.h
2017-06-23-02:44:13 Scanned: validyMacros.h%7E
2017-06-23-02:44:13 Scanned: getLenSize.h
2017-06-23-02:44:13 Scanned: _ftoa.cpp
2017-06-23-02:44:13 Scanned: _areFloatsEqual.cpp
2017-06-23-02:44:13 Scanned: _itoa.h
2017-06-23-02:44:13 Scanned: isNumeric.h
2017-06-23-02:44:13 Scanned: _uitoa.cpp
2017-06-23-02:44:13 Scanned: _areFloatsEqual.h
2017-06-23-02:44:13 Scanned: getLenSize.cpp
2017-06-23-02:44:13 Scanned: _atof.h
2017-06-23-02:44:13 Scanned: jsonSingleton.h
2017-06-23-02:44:13 Scanned: ._JSONWorker.cpp
2017-06-23-02:44:13 Scanned: jsonSingleton.cpp
2017-06-23-02:44:13 Scanned: ._JSONValidator.h
2017-06-23-02:44:13 Scanned: _itoa.cpp
2017-06-23-02:44:13 Scanned: ._JSONGlobals.h
2017-06-23-02:44:13 Scanned: _atof.cpp
2017-06-23-02:44:13 Scanned: JSONStats.h
2017-06-23-02:44:13 Scanned: JSONNode.cpp
2017-06-23-02:44:13 Scanned: JSON_Base64.h
2017-06-23-02:44:14 Scanned: JSONDefs.h
2017-06-23-02:44:14 Scanned: ._JSONNode_Mutex.cpp
2017-06-23-02:44:14 Scanned: JSONPreparse.cpp
2017-06-23-02:44:14 Scanned: ._libjson.cpp
2017-06-23-02:44:14 Scanned: ._JSONAllocator.h
2017-06-23-02:44:14 Scanned: ._JSON_Base64.h
2017-06-23-02:44:14 Scanned: ._JSONSharedString.h
2017-06-23-02:44:14 Scanned: isNumeric.cpp
2017-06-23-02:44:14 Scanned: JSONIterators.cpp
2017-06-23-02:44:14 Scanned: JSONMemory.cpp
2017-06-23-02:44:14 Scanned: ._JSONChildren.h
2017-06-23-02:44:14 Scanned: JSONValidator.h
2017-06-23-02:44:14 Scanned: ._JSONNode.h
2017-06-23-02:44:14 Scanned: JSONAllocator.cpp
2017-06-23-02:44:14 Scanned: JSONChildren.cpp
2017-06-23-02:44:14 Scanned: ._JSONMemory.h
2017-06-23-02:44:14 Scanned: ._JSONPreparse.cpp
2017-06-23-02:44:14 Scanned: ._JSONSingleton.h
2017-06-23-02:44:14 Scanned: JSONStream.cpp
2017-06-23-02:44:14 Scanned: ._JSONStats.h
2017-06-23-02:44:14 Scanned: ._JSONDefs.h
2017-06-23-02:44:14 Scanned: JSONAllocator.h
2017-06-23-02:44:14 Scanned: ._JSONStream.cpp
2017-06-23-02:44:14 Scanned: ._JSONDefs
2017-06-23-02:44:14 Scanned: JSONDebug.h
2017-06-23-02:44:14 Scanned: ._internalJSONNode.cpp
2017-06-23-02:44:14 Scanned: isValidNumber.cpp
2017-06-23-02:44:14 Scanned: JSONNode.h
2017-06-23-02:44:14 Scanned: JSONWorker.h
2017-06-23-02:44:14 Scanned: NumberToString.h
2017-06-23-02:44:14 Scanned: JSONSharedString.h
2017-06-23-02:44:14 Scanned: ._JSONChildren.cpp
2017-06-23-02:44:14 Scanned: ._NumberToString.h
2017-06-23-02:44:14 Scanned: ._JSONMemory.cpp
2017-06-23-02:44:14 Scanned: JSONDebug.cpp
2017-06-23-02:44:14 Scanned: JSONSingleton.h
2017-06-23-02:44:14 Scanned: libjson.cpp
2017-06-23-02:44:14 Scanned: ._JSONNode.cpp
2017-06-23-02:44:14 Scanned: JSONMemory.h
2017-06-23-02:44:15 Scanned: ._JSONStream.h
2017-06-23-02:44:15 Scanned: JSONMemoryPool.h
2017-06-23-02:44:15 Scanned: JSONNode_Mutex.cpp
2017-06-23-02:44:15 Scanned: JSONGlobals.h
2017-06-23-02:44:15 Scanned: JSONPreparse.h
2017-06-23-02:44:15 Scanned: ._JSONDebug.h
2017-06-23-02:44:15 Scanned: ._internalJSONNode.h
2017-06-23-02:44:15 Scanned: ._JSONAllocator.cpp
2017-06-23-02:44:15 Scanned: ._JSONMemoryPool.h
2017-06-23-02:44:15 Scanned: JSONValidator.cpp
2017-06-23-02:44:15 Scanned: ._JSONIterators.cpp
2017-06-23-02:44:15 Scanned: JSONWriter.cpp
2017-06-23-02:44:15 Scanned: ._JSONWriter.cpp
2017-06-23-02:44:15 Scanned: ._JSONWorker.h
2017-06-23-02:44:15 Scanned: ._JSONDebug.cpp
2017-06-23-02:44:15 Scanned: JSONStream.h
2017-06-23-02:44:15 Scanned: ._JSONPreparse.h
2017-06-23-02:44:15 Scanned: JSONDefs
2017-06-23-02:44:15 Scanned: JSONDefs.h%7E
2017-06-23-02:44:15 Scanned: ._Unknown_C.h
2017-06-23-02:44:15 Scanned: Visual_C.h
2017-06-23-02:44:15 Scanned: NumberToString.h%7E
2017-06-23-02:44:15 Scanned: Strings_Defs.h
2017-06-23-02:44:15 Scanned: ._Visual_C.h
2017-06-23-02:44:15 Scanned: ._GNU_C.h
2017-06-23-02:44:15 Scanned: ._Strings_Defs.h
2017-06-23-02:44:15 Scanned: Unknown_C.h
2017-06-23-02:44:15 Scanned: ._libbase64%2B%2B
2017-06-23-02:44:15 Scanned: ._mempool%2B%2B
2017-06-23-02:44:15 Scanned: mempool%2B%2B
2017-06-23-02:44:15 Scanned: libbase64%2B%2B
2017-06-23-02:44:15 Scanned: GNU_C.h
2017-06-23-02:44:15 Scanned: ._mempool.h
2017-06-23-02:44:15 Scanned: ._libbase64%2B%2B.h
2017-06-23-02:44:15 Scanned: JSONChildren.h
2017-06-23-02:44:16 Scanned: internalJSONNode.h
2017-06-23-02:44:16 Scanned: TestInequality.cpp
2017-06-23-02:44:16 Scanned: TestSharedString.cpp
2017-06-23-02:44:16 Scanned: libbase64%2B%2B.h
2017-06-23-02:44:16 Scanned: internalJSONNode.cpp
2017-06-23-02:44:16 Scanned: TestFunctions.cpp
2017-06-23-02:44:16 Scanned: main.cpp
2017-06-23-02:44:16 Scanned: TestNamespace.cpp
2017-06-23-02:44:16 Scanned: TestSuite2Creator.php
2017-06-23-02:44:16 Scanned: TestValidator.cpp
2017-06-23-02:44:16 Scanned: TestEquality.cpp
2017-06-23-02:44:16 Scanned: JSONWorker.cpp
2017-06-23-02:44:16 Scanned: TestString.cpp
2017-06-23-02:44:16 Scanned: TestCtors.cpp
2017-06-23-02:44:16 Scanned: RunTestSuite2.h
2017-06-23-02:44:16 Scanned: TestMutex.cpp
2017-06-23-02:44:16 Scanned: TestChildren.cpp
2017-06-23-02:44:16 Scanned: UStringTest.h
2017-06-23-02:44:17 Scanned: TestStreams.cpp
2017-06-23-02:44:17 Scanned: TestSuite.cpp
2017-06-23-02:44:17 Scanned: TestSuite.h%7E
2017-06-23-02:44:17 Scanned: UnitTest.cpp
2017-06-23-02:44:17 Scanned: TestBinary.cpp
2017-06-23-02:44:17 Scanned: TestConverters.cpp
2017-06-23-02:44:17 Scanned: TestWriter.cpp
2017-06-23-02:44:17 Scanned: main.cpp%7E
2017-06-23-02:44:17 Scanned: TestSuite.h
2017-06-23-02:44:17 Scanned: TestSuite.1
2017-06-23-02:44:17 Scanned: Checklist.txt
2017-06-23-02:44:17 Scanned: StringTest.h
2017-06-23-02:44:17 Scanned: TestComments.cpp
2017-06-23-02:44:17 Scanned: RunTestSuite2.cpp
2017-06-23-02:44:17 Scanned: UnitTest.h
