2017-06-23-09:54:54 Scanning files for: licenses, copyrights with 8 process(es)...
2017-06-23-09:54:54 Building license detection index...
2017-06-23-01:56:38 Done.
2017-06-23-01:56:40 Scanning files...
2017-06-23-01:56:59 Scanned: ._JSONOptions.h
2017-06-23-01:56:59 Scanned: libjson
2017-06-23-01:56:59 Scanned: _internal
2017-06-23-01:56:59 Scanned: Getting+Started
2017-06-23-01:56:59 Scanned: TestSuite2
2017-06-23-01:57:00 Scanned: Source
2017-06-23-01:57:00 Scanned: Dependencies
2017-06-23-01:57:00 Scanned: TestSuite
2017-06-23-01:57:02 Scanned: libjson.h
2017-06-23-01:57:02 Scanned: JSONValidator
2017-06-23-01:57:02 Scanned: License.txt
2017-06-23-01:57:02 Scanned: JSONDebug
2017-06-23-01:57:02 Scanned: NumberToString
2017-06-23-01:57:02 Scanned: JSON_Base64
2017-06-23-01:57:02 Scanned: JSONGlobals
2017-06-23-01:57:02 Scanned: BaseTest.h
2017-06-23-01:57:02 Scanned: isValidNamedObject.cpp
2017-06-23-01:57:02 Scanned: JSONOptions.h
2017-06-23-01:57:02 Scanned: isValidRoot.cpp
2017-06-23-01:57:02 Scanned: securityTest.h
2017-06-23-01:57:02 Scanned: libjson.vcproj%7E
2017-06-23-01:57:03 Scanned: isValidString.cpp
2017-06-23-01:57:03 Scanned: libjson.vcproj
2017-06-23-01:57:03 Scanned: isValidNamedObject.h
2017-06-23-01:57:03 Scanned: securityTest.cpp
2017-06-23-01:57:03 Scanned: isValidObject.cpp
2017-06-23-01:57:03 Scanned: isValidNumber.h
2017-06-23-01:57:03 Scanned: isValidArray.h
2017-06-23-01:57:03 Scanned: isValidRoot.h
2017-06-23-01:57:03 Scanned: makefile
2017-06-23-01:57:03 Scanned: isValidPartialRoot.cpp
2017-06-23-01:57:03 Scanned: isValidString.h
2017-06-23-01:57:03 Scanned: isValidMember.cpp
2017-06-23-01:57:03 Scanned: isValidArray.cpp
2017-06-23-01:57:03 Scanned: Resources
2017-06-23-01:57:03 Scanned: isValidPartialRoot.h
2017-06-23-01:57:03 Scanned: isValidMember.h
2017-06-23-01:57:03 Scanned: validyMacros.h
2017-06-23-01:57:04 Scanned: JSON_ASSERT.h
2017-06-23-01:57:04 Scanned: isValidObject.h
2017-06-23-01:57:04 Scanned: JSON_FAIL.h
2017-06-23-01:57:04 Scanned: JSON_FAIL.cpp
2017-06-23-01:57:04 Scanned: JSON_FAIL_SAFE.h
2017-06-23-01:57:04 Scanned: JSON_ASSERT.cpp
2017-06-23-01:57:04 Scanned: JSON_ASSERT_SAFE.h
2017-06-23-01:57:04 Scanned: json_decode64.h
2017-06-23-01:57:04 Scanned: json_encode64.h
2017-06-23-01:57:04 Scanned: _ftoa.h
2017-06-23-01:57:04 Scanned: json_encode64.cpp
2017-06-23-01:57:04 Scanned: JSON_ASSERT_SAFE.cpp
2017-06-23-01:57:04 Scanned: JSON_FAIL_SAFE.cpp
2017-06-23-01:57:04 Scanned: json_decode64.cpp
2017-06-23-01:57:04 Scanned: _uitoa.h
2017-06-23-01:57:04 Scanned: _ftoa.cpp
2017-06-23-01:57:04 Scanned: _itoa.h
2017-06-23-01:57:04 Scanned: isNumeric.h
2017-06-23-01:57:04 Scanned: _areFloatsEqual.cpp
2017-06-23-01:57:05 Scanned: _uitoa.cpp
2017-06-23-01:57:05 Scanned: getLenSize.cpp
2017-06-23-01:57:05 Scanned: _areFloatsEqual.h
2017-06-23-01:57:05 Scanned: _atof.h
2017-06-23-01:57:05 Scanned: jsonSingleton.h
2017-06-23-01:57:05 Scanned: _atof.cpp
2017-06-23-01:57:05 Scanned: jsonSingleton.cpp
2017-06-23-01:57:05 Scanned: ._JSONWorker.cpp
2017-06-23-01:57:05 Scanned: ._JSONValidator.h
2017-06-23-01:57:06 Scanned: isNumeric.cpp
2017-06-23-01:57:06 Scanned: isValidNumber.cpp
2017-06-23-01:57:06 Scanned: JSONNode.cpp
2017-06-23-01:57:06 Scanned: ._JSONGlobals.h
2017-06-23-01:57:06 Scanned: JSONStats.h
2017-06-23-01:57:07 Scanned: JSONPreparse.cpp
2017-06-23-01:57:07 Scanned: JSONDefs.h
2017-06-23-01:57:07 Scanned: ._JSONNode_Mutex.cpp
2017-06-23-01:57:07 Scanned: ._libjson.cpp
2017-06-23-01:57:07 Scanned: ._JSONAllocator.h
2017-06-23-01:57:07 Scanned: JSON_Base64.h
2017-06-23-01:57:07 Scanned: ._JSON_Base64.h
2017-06-23-01:57:07 Scanned: ._JSONSharedString.h
2017-06-23-01:57:07 Scanned: JSONNode.h
2017-06-23-01:57:07 Scanned: JSONMemory.cpp
2017-06-23-01:57:07 Scanned: getLenSize.h
2017-06-23-01:57:07 Scanned: validyMacros.h%7E
2017-06-23-01:57:07 Scanned: _itoa.cpp
2017-06-23-01:57:07 Scanned: ._JSONChildren.h
2017-06-23-01:57:07 Scanned: ._JSONNode.h
2017-06-23-01:57:07 Scanned: JSONValidator.h
2017-06-23-01:57:07 Scanned: ._JSONPreparse.cpp
2017-06-23-01:57:07 Scanned: ._JSONMemory.h
2017-06-23-01:57:07 Scanned: JSONAllocator.cpp
2017-06-23-01:57:07 Scanned: ._JSONSingleton.h
2017-06-23-01:57:07 Scanned: JSONIterators.cpp
2017-06-23-01:57:07 Scanned: ._JSONStats.h
2017-06-23-01:57:07 Scanned: ._JSONDefs.h
2017-06-23-01:57:07 Scanned: ._JSONStream.cpp
2017-06-23-01:57:07 Scanned: JSONAllocator.h
2017-06-23-01:57:07 Scanned: ._JSONDefs
2017-06-23-01:57:07 Scanned: JSONDebug.h
2017-06-23-01:57:07 Scanned: ._internalJSONNode.cpp
2017-06-23-01:57:07 Scanned: JSONStream.cpp
2017-06-23-01:57:07 Scanned: JSONChildren.cpp
2017-06-23-01:57:07 Scanned: ._JSONChildren.cpp
2017-06-23-01:57:07 Scanned: JSONWorker.h
2017-06-23-01:57:07 Scanned: JSONSharedString.h
2017-06-23-01:57:07 Scanned: ._NumberToString.h
2017-06-23-01:57:07 Scanned: ._JSONMemory.cpp
2017-06-23-01:57:07 Scanned: JSONDebug.cpp
2017-06-23-01:57:07 Scanned: JSONMemory.h
2017-06-23-01:57:07 Scanned: JSONSingleton.h
2017-06-23-01:57:07 Scanned: NumberToString.h
2017-06-23-01:57:07 Scanned: ._JSONNode.cpp
2017-06-23-01:57:07 Scanned: libjson.cpp
2017-06-23-01:57:07 Scanned: ._JSONStream.h
2017-06-23-01:57:07 Scanned: JSONMemoryPool.h
2017-06-23-01:57:08 Scanned: JSONNode_Mutex.cpp
2017-06-23-01:57:08 Scanned: JSONPreparse.h
2017-06-23-01:57:08 Scanned: ._JSONDebug.h
2017-06-23-01:57:08 Scanned: ._internalJSONNode.h
2017-06-23-01:57:08 Scanned: ._JSONAllocator.cpp
2017-06-23-01:57:08 Scanned: JSONDefs.h%7E
2017-06-23-01:57:08 Scanned: JSONGlobals.h
2017-06-23-01:57:08 Scanned: ._JSONMemoryPool.h
2017-06-23-01:57:08 Scanned: ._JSONIterators.cpp
2017-06-23-01:57:08 Scanned: ._JSONWriter.cpp
2017-06-23-01:57:08 Scanned: JSONValidator.cpp
2017-06-23-01:57:08 Scanned: ._JSONWorker.h
2017-06-23-01:57:08 Scanned: ._JSONDebug.cpp
2017-06-23-01:57:08 Scanned: JSONWriter.cpp
2017-06-23-01:57:08 Scanned: JSONStream.h
2017-06-23-01:57:08 Scanned: ._JSONPreparse.h
2017-06-23-01:57:08 Scanned: JSONDefs
2017-06-23-01:57:08 Scanned: ._Unknown_C.h
2017-06-23-01:57:08 Scanned: Visual_C.h
2017-06-23-01:57:08 Scanned: ._Visual_C.h
2017-06-23-01:57:08 Scanned: Strings_Defs.h
2017-06-23-01:57:08 Scanned: Unknown_C.h
2017-06-23-01:57:08 Scanned: ._GNU_C.h
2017-06-23-01:57:08 Scanned: GNU_C.h
2017-06-23-01:57:08 Scanned: ._Strings_Defs.h
2017-06-23-01:57:08 Scanned: JSONChildren.h
2017-06-23-01:57:08 Scanned: ._libbase64%2B%2B
2017-06-23-01:57:08 Scanned: ._mempool%2B%2B
2017-06-23-01:57:08 Scanned: libbase64%2B%2B
2017-06-23-01:57:08 Scanned: ._mempool.h
