2017-06-23-08:58:21 Scanning files for: licenses, copyrights with 8 process(es)...
2017-06-23-08:58:21 Building license detection index...
2017-06-23-01:00:52 Done.
2017-06-23-01:00:55 Scanning files...
2017-06-23-01:01:27 Scanned: libjson
2017-06-23-01:01:28 Scanned: ._JSONOptions.h
2017-06-23-01:01:28 Scanned: _internal
2017-06-23-01:01:28 Scanned: Getting+Started
2017-06-23-01:01:28 Scanned: TestSuite2
2017-06-23-01:01:29 Scanned: Source
2017-06-23-01:01:29 Scanned: Dependencies
2017-06-23-01:01:29 Scanned: TestSuite
2017-06-23-01:01:29 Scanned: libjson.h
2017-06-23-01:01:29 Scanned: JSONValidator
2017-06-23-01:01:29 Scanned: JSONDebug
2017-06-23-01:01:29 Scanned: JSON_Base64
2017-06-23-01:01:29 Scanned: NumberToString
2017-06-23-01:01:29 Scanned: License.txt
2017-06-23-01:01:29 Scanned: JSONGlobals
2017-06-23-01:01:29 Scanned: libjson.vcproj%7E
2017-06-23-01:01:30 Scanned: libjson.vcproj
2017-06-23-01:01:30 Scanned: JSONOptions.h
2017-06-23-01:01:30 Scanned: BaseTest.h
2017-06-23-01:01:30 Scanned: isValidRoot.cpp
2017-06-23-01:01:30 Scanned: securityTest.h
2017-06-23-01:01:30 Scanned: isValidNamedObject.h
2017-06-23-01:01:30 Scanned: isValidNamedObject.cpp
2017-06-23-01:01:30 Scanned: isValidArray.h
2017-06-23-01:01:30 Scanned: makefile
2017-06-23-01:01:31 Scanned: isValidMember.cpp
2017-06-23-01:01:31 Scanned: isValidObject.h
2017-06-23-01:01:31 Scanned: isValidNumber.h
2017-06-23-01:01:31 Scanned: isValidPartialRoot.h
2017-06-23-01:01:31 Scanned: isValidRoot.h
2017-06-23-01:01:31 Scanned: isValidObject.cpp
2017-06-23-01:01:31 Scanned: isValidString.h
2017-06-23-01:01:31 Scanned: isValidPartialRoot.cpp
2017-06-23-01:01:31 Scanned: securityTest.cpp
2017-06-23-01:01:31 Scanned: isValidString.cpp
2017-06-23-01:01:31 Scanned: Resources
2017-06-23-01:01:31 Scanned: isValidMember.h
2017-06-23-01:01:31 Scanned: isValidArray.cpp
2017-06-23-01:01:31 Scanned: validyMacros.h
2017-06-23-01:01:31 Scanned: JSON_FAIL.h
2017-06-23-01:01:31 Scanned: JSON_ASSERT.h
2017-06-23-01:01:31 Scanned: JSON_ASSERT.cpp
2017-06-23-01:01:31 Scanned: validyMacros.h%7E
2017-06-23-01:01:31 Scanned: JSON_FAIL_SAFE.h
2017-06-23-01:01:31 Scanned: JSON_ASSERT_SAFE.h
2017-06-23-01:01:31 Scanned: JSON_FAIL.cpp
2017-06-23-01:01:31 Scanned: JSON_ASSERT_SAFE.cpp
2017-06-23-01:01:31 Scanned: json_decode64.h
2017-06-23-01:01:31 Scanned: _ftoa.h
2017-06-23-01:01:31 Scanned: json_encode64.h
2017-06-23-01:01:32 Scanned: _uitoa.h
2017-06-23-01:01:32 Scanned: json_encode64.cpp
2017-06-23-01:01:32 Scanned: _ftoa.cpp
2017-06-23-01:01:32 Scanned: getLenSize.h
2017-06-23-01:01:32 Scanned: _itoa.h
2017-06-23-01:01:32 Scanned: isNumeric.h
2017-06-23-01:01:32 Scanned: _areFloatsEqual.cpp
2017-06-23-01:01:32 Scanned: _uitoa.cpp
2017-06-23-01:01:32 Scanned: _itoa.cpp
