2017-07-11-17:33:02 Scanning files for: licenses, copyrights with 8 process(es)...
2017-07-11-17:33:02 Building license detection index...
2017-07-11-09:33:06 Done.
2017-07-11-09:33:06 Scanning files...
2017-07-11-09:33:11 Scanned: libjson
2017-07-11-09:33:11 Scanned: ._JSONOptions.h
2017-07-11-09:33:11 Scanned: _internal
2017-07-11-09:33:11 Scanned: Getting+Started
2017-07-11-09:33:11 Scanned: TestSuite2
2017-07-11-09:33:11 Scanned: Source
2017-07-11-09:33:11 Scanned: Dependencies
2017-07-11-09:33:12 Scanned: TestSuite
2017-07-11-09:33:12 Scanned: libjson.h
2017-07-11-09:33:12 Scanned: License.txt
2017-07-11-09:33:12 Scanned: libjson.vcproj%7E
2017-07-11-09:33:12 Scanned: libjson.vcproj
2017-07-11-09:33:12 Scanned: JSONValidator
2017-07-11-09:33:12 Scanned: JSON_Base64
2017-07-11-09:33:12 Scanned: JSONDebug
2017-07-11-09:33:12 Scanned: NumberToString
2017-07-11-09:33:12 Scanned: JSONGlobals
2017-07-11-09:33:12 Scanned: isValidRoot.cpp
2017-07-11-09:33:12 Scanned: isValidArray.h
2017-07-11-09:33:12 Scanned: isValidNamedObject.h
2017-07-11-09:33:12 Scanned: securityTest.h
2017-07-11-09:33:12 Scanned: BaseTest.h
2017-07-11-09:33:12 Scanned: isValidPartialRoot.h
2017-07-11-09:33:12 Scanned: isValidNamedObject.cpp
2017-07-11-09:33:12 Scanned: isValidObject.h
2017-07-11-09:33:12 Scanned: isValidMember.cpp
2017-07-11-09:33:12 Scanned: isValidObject.cpp
2017-07-11-09:33:12 Scanned: securityTest.cpp
2017-07-11-09:33:12 Scanned: isValidString.cpp
2017-07-11-09:33:12 Scanned: JSONOptions.h
2017-07-11-09:33:12 Scanned: isValidNumber.h
2017-07-11-09:33:12 Scanned: isValidRoot.h
2017-07-11-09:33:12 Scanned: isValidPartialRoot.cpp
2017-07-11-09:33:12 Scanned: Resources
2017-07-11-09:33:12 Scanned: isValidString.h
2017-07-11-09:33:12 Scanned: isValidMember.h
2017-07-11-09:33:12 Scanned: isValidArray.cpp
2017-07-11-09:33:12 Scanned: validyMacros.h
2017-07-11-09:33:12 Scanned: JSON_ASSERT.h
2017-07-11-09:33:12 Scanned: JSON_FAIL.h
2017-07-11-09:33:12 Scanned: JSON_FAIL_SAFE.h
2017-07-11-09:33:12 Scanned: JSON_FAIL.cpp
2017-07-11-09:33:12 Scanned: JSON_ASSERT.cpp
2017-07-11-09:33:12 Scanned: JSON_ASSERT_SAFE.cpp
2017-07-11-09:33:12 Scanned: JSON_ASSERT_SAFE.h
2017-07-11-09:33:12 Scanned: json_decode64.h
2017-07-11-09:33:12 Scanned: JSON_FAIL_SAFE.cpp
2017-07-11-09:33:12 Scanned: json_decode64.cpp
2017-07-11-09:33:12 Scanned: json_encode64.cpp
2017-07-11-09:33:12 Scanned: json_encode64.h
2017-07-11-09:33:12 Scanned: makefile
2017-07-11-09:33:12 Scanned: _ftoa.h
2017-07-11-09:33:12 Scanned: _uitoa.h
2017-07-11-09:33:12 Scanned: getLenSize.h
2017-07-11-09:33:12 Scanned: validyMacros.h%7E
2017-07-11-09:33:12 Scanned: _itoa.h
2017-07-11-09:33:12 Scanned: _ftoa.cpp
2017-07-11-09:33:12 Scanned: _areFloatsEqual.cpp
2017-07-11-09:33:12 Scanned: isNumeric.h
2017-07-11-09:33:12 Scanned: _areFloatsEqual.h
2017-07-11-09:33:12 Scanned: getLenSize.cpp
2017-07-11-09:33:12 Scanned: _atof.h
2017-07-11-09:33:12 Scanned: jsonSingleton.h
2017-07-11-09:33:12 Scanned: _uitoa.cpp
2017-07-11-09:33:12 Scanned: jsonSingleton.cpp
2017-07-11-09:33:12 Scanned: ._JSONWorker.cpp
2017-07-11-09:33:12 Scanned: ._JSONValidator.h
2017-07-11-09:33:13 Scanned: _itoa.cpp
2017-07-11-09:33:13 Scanned: ._JSONGlobals.h
2017-07-11-09:33:13 Scanned: _atof.cpp
2017-07-11-09:33:13 Scanned: JSONStats.h
2017-07-11-09:33:13 Scanned: JSON_Base64.h
2017-07-11-09:33:13 Scanned: JSONNode.cpp
2017-07-11-09:33:13 Scanned: ._JSONNode_Mutex.cpp
2017-07-11-09:33:13 Scanned: ._libjson.cpp
2017-07-11-09:33:13 Scanned: ._JSONAllocator.h
2017-07-11-09:33:13 Scanned: JSONDefs.h
2017-07-11-09:33:13 Scanned: ._JSON_Base64.h
2017-07-11-09:33:13 Scanned: JSONPreparse.cpp
2017-07-11-09:33:13 Scanned: ._JSONSharedString.h
2017-07-11-09:33:13 Scanned: isNumeric.cpp
2017-07-11-09:33:13 Scanned: JSONMemory.cpp
2017-07-11-09:33:13 Scanned: isValidNumber.cpp
2017-07-11-09:33:13 Scanned: ._JSONChildren.h
2017-07-11-09:33:13 Scanned: JSONValidator.h
2017-07-11-09:33:13 Scanned: JSONIterators.cpp
2017-07-11-09:33:13 Scanned: ._JSONNode.h
2017-07-11-09:33:13 Scanned: ._JSONMemory.h
