2017-06-23-10:52:22 Scanning files for: licenses, copyrights with 8 process(es)...
2017-06-23-10:52:22 Building license detection index...
2017-06-23-02:53:16 Done.
2017-06-23-02:53:18 Scanning files...
2017-06-23-02:53:21 Scanned: libjson
2017-06-23-02:53:21 Scanned: ._JSONOptions.h
2017-06-23-02:53:21 Scanned: _internal
2017-06-23-02:53:21 Scanned: Getting+Started
2017-06-23-02:53:21 Scanned: TestSuite2
2017-06-23-02:53:21 Scanned: Source
2017-06-23-02:53:21 Scanned: Dependencies
2017-06-23-02:53:21 Scanned: TestSuite
2017-06-23-02:53:21 Scanned: License.txt
2017-06-23-02:53:21 Scanned: JSONValidator
2017-06-23-02:53:21 Scanned: BaseTest.h
2017-06-23-02:53:21 Scanned: JSONDebug
2017-06-23-02:53:21 Scanned: JSON_Base64
2017-06-23-02:53:21 Scanned: JSONGlobals
2017-06-23-02:53:21 Scanned: NumberToString
2017-06-23-02:53:21 Scanned: libjson.vcproj
2017-06-23-02:53:22 Scanned: libjson.h
2017-06-23-02:53:22 Scanned: isValidArray.h
2017-06-23-02:53:22 Scanned: isValidNamedObject.h
2017-06-23-02:53:22 Scanned: libjson.vcproj%7E
2017-06-23-02:53:22 Scanned: isValidRoot.cpp
2017-06-23-02:53:22 Scanned: securityTest.h
2017-06-23-02:53:22 Scanned: isValidPartialRoot.h
2017-06-23-02:53:22 Scanned: makefile
2017-06-23-02:53:22 Scanned: isValidNamedObject.cpp
2017-06-23-02:53:22 Scanned: isValidMember.cpp
2017-06-23-02:53:22 Scanned: securityTest.cpp
2017-06-23-02:53:22 Scanned: isValidObject.h
2017-06-23-02:53:22 Scanned: isValidNumber.h
2017-06-23-02:53:22 Scanned: isValidObject.cpp
2017-06-23-02:53:22 Scanned: JSONOptions.h
2017-06-23-02:53:22 Scanned: isValidString.cpp
2017-06-23-02:53:22 Scanned: isValidPartialRoot.cpp
2017-06-23-02:53:22 Scanned: isValidString.h
2017-06-23-02:53:22 Scanned: Resources
2017-06-23-02:53:22 Scanned: isValidArray.cpp
2017-06-23-02:53:22 Scanned: isValidMember.h
2017-06-23-02:53:22 Scanned: validyMacros.h
2017-06-23-02:53:22 Scanned: JSON_FAIL.h
2017-06-23-02:53:22 Scanned: JSON_ASSERT.h
2017-06-23-02:53:22 Scanned: JSON_FAIL_SAFE.h
2017-06-23-02:53:22 Scanned: JSON_ASSERT.cpp
2017-06-23-02:53:22 Scanned: JSON_FAIL.cpp
2017-06-23-02:53:22 Scanned: JSON_ASSERT_SAFE.cpp
2017-06-23-02:53:22 Scanned: JSON_ASSERT_SAFE.h
2017-06-23-02:53:22 Scanned: json_decode64.cpp
2017-06-23-02:53:22 Scanned: json_decode64.h
2017-06-23-02:53:22 Scanned: isValidRoot.h
2017-06-23-02:53:22 Scanned: json_encode64.h
2017-06-23-02:53:22 Scanned: json_encode64.cpp
2017-06-23-02:53:22 Scanned: _ftoa.h
2017-06-23-02:53:22 Scanned: _uitoa.h
2017-06-23-02:53:22 Scanned: getLenSize.h
2017-06-23-02:53:22 Scanned: _ftoa.cpp
2017-06-23-02:53:22 Scanned: validyMacros.h%7E
2017-06-23-02:53:22 Scanned: _itoa.h
2017-06-23-02:53:22 Scanned: _areFloatsEqual.cpp
2017-06-23-02:53:22 Scanned: isNumeric.h
2017-06-23-02:53:23 Scanned: JSON_FAIL_SAFE.cpp
2017-06-23-02:53:23 Scanned: _uitoa.cpp
2017-06-23-02:53:23 Scanned: getLenSize.cpp
2017-06-23-02:53:23 Scanned: _areFloatsEqual.h
2017-06-23-02:53:23 Scanned: _atof.h
2017-06-23-02:53:23 Scanned: jsonSingleton.h
2017-06-23-02:53:23 Scanned: _itoa.cpp
2017-06-23-02:53:23 Scanned: ._JSONWorker.cpp
2017-06-23-02:53:23 Scanned: ._JSONValidator.h
2017-06-23-02:53:23 Scanned: jsonSingleton.cpp
2017-06-23-02:53:23 Scanned: ._JSONGlobals.h
2017-06-23-02:53:23 Scanned: _atof.cpp
2017-06-23-02:53:23 Scanned: JSONStats.h
2017-06-23-02:53:23 Scanned: JSON_Base64.h
2017-06-23-02:53:23 Scanned: ._JSONNode_Mutex.cpp
2017-06-23-02:53:23 Scanned: ._libjson.cpp
2017-06-23-02:53:23 Scanned: JSONPreparse.cpp
2017-06-23-02:53:23 Scanned: JSONDefs.h
2017-06-23-02:53:23 Scanned: ._JSONAllocator.h
2017-06-23-02:53:23 Scanned: JSONNode.cpp
2017-06-23-02:53:23 Scanned: ._JSON_Base64.h
2017-06-23-02:53:23 Scanned: ._JSONSharedString.h
2017-06-23-02:53:23 Scanned: isNumeric.cpp
2017-06-23-02:53:23 Scanned: isValidNumber.cpp
2017-06-23-02:53:23 Scanned: JSONIterators.cpp
2017-06-23-02:53:23 Scanned: JSONMemory.cpp
2017-06-23-02:53:23 Scanned: JSONValidator.h
2017-06-23-02:53:23 Scanned: ._JSONChildren.h
2017-06-23-02:53:23 Scanned: ._JSONNode.h
2017-06-23-02:53:23 Scanned: ._JSONMemory.h
2017-06-23-02:53:23 Scanned: JSONAllocator.cpp
2017-06-23-02:53:23 Scanned: ._JSONPreparse.cpp
2017-06-23-02:53:24 Scanned: ._JSONSingleton.h
2017-06-23-02:53:24 Scanned: JSONChildren.cpp
2017-06-23-02:53:24 Scanned: ._JSONStats.h
2017-06-23-02:53:24 Scanned: ._JSONDefs.h
2017-06-23-02:53:24 Scanned: JSONStream.cpp
2017-06-23-02:53:24 Scanned: ._JSONStream.cpp
2017-06-23-02:53:24 Scanned: JSONAllocator.h
2017-06-23-02:53:24 Scanned: ._JSONDefs
2017-06-23-02:53:24 Scanned: ._internalJSONNode.cpp
2017-06-23-02:53:24 Scanned: JSONDebug.h
2017-06-23-02:53:24 Scanned: JSONWorker.h
2017-06-23-02:53:24 Scanned: ._JSONChildren.cpp
2017-06-23-02:53:24 Scanned: JSONDebug.cpp
2017-06-23-02:53:24 Scanned: ._NumberToString.h
2017-06-23-02:53:24 Scanned: JSONSharedString.h
2017-06-23-02:53:24 Scanned: NumberToString.h
2017-06-23-02:53:24 Scanned: ._JSONMemory.cpp
2017-06-23-02:53:24 Scanned: JSONMemory.h
2017-06-23-02:53:24 Scanned: libjson.cpp
2017-06-23-02:53:24 Scanned: JSONSingleton.h
2017-06-23-02:53:24 Scanned: ._JSONNode.cpp
2017-06-23-02:53:24 Scanned: JSONNode.h
2017-06-23-02:53:24 Scanned: ._JSONStream.h
2017-06-23-02:53:24 Scanned: JSONMemoryPool.h
2017-06-23-02:53:24 Scanned: JSONNode_Mutex.cpp
2017-06-23-02:53:24 Scanned: JSONGlobals.h
2017-06-23-02:53:24 Scanned: ._JSONDebug.h
2017-06-23-02:53:24 Scanned: JSONPreparse.h
2017-06-23-02:53:24 Scanned: ._internalJSONNode.h
2017-06-23-02:53:24 Scanned: ._JSONAllocator.cpp
2017-06-23-02:53:24 Scanned: JSONValidator.cpp
2017-06-23-02:53:24 Scanned: ._JSONMemoryPool.h
2017-06-23-02:53:24 Scanned: ._JSONIterators.cpp
2017-06-23-02:53:24 Scanned: ._JSONWriter.cpp
2017-06-23-02:53:24 Scanned: ._JSONWorker.h
2017-06-23-02:53:24 Scanned: JSONWriter.cpp
2017-06-23-02:53:24 Scanned: ._JSONDebug.cpp
2017-06-23-02:53:24 Scanned: JSONStream.h
2017-06-23-02:53:24 Scanned: ._JSONPreparse.h
2017-06-23-02:53:24 Scanned: JSONDefs
2017-06-23-02:53:24 Scanned: ._Unknown_C.h
2017-06-23-02:53:24 Scanned: JSONDefs.h%7E
2017-06-23-02:53:25 Scanned: Visual_C.h
2017-06-23-02:53:25 Scanned: Strings_Defs.h
2017-06-23-02:53:25 Scanned: ._Visual_C.h
2017-06-23-02:53:25 Scanned: Unknown_C.h
2017-06-23-02:53:25 Scanned: ._GNU_C.h
2017-06-23-02:53:25 Scanned: ._Strings_Defs.h
2017-06-23-02:53:25 Scanned: GNU_C.h
2017-06-23-02:53:25 Scanned: ._libbase64%2B%2B
2017-06-23-02:53:25 Scanned: mempool%2B%2B
2017-06-23-02:53:25 Scanned: ._mempool%2B%2B
2017-06-23-02:53:25 Scanned: libbase64%2B%2B
2017-06-23-02:53:25 Scanned: ._mempool.h
2017-06-23-02:53:25 Scanned: JSONChildren.h
2017-06-23-02:53:25 Scanned: NumberToString.h%7E
2017-06-23-02:53:25 Scanned: internalJSONNode.h
2017-06-23-02:53:25 Scanned: ._libbase64%2B%2B.h
2017-06-23-02:53:25 Scanned: TestSharedString.cpp
2017-06-23-02:53:25 Scanned: TestInequality.cpp
2017-06-23-02:53:25 Scanned: TestFunctions.cpp
2017-06-23-02:53:25 Scanned: libbase64%2B%2B.h
2017-06-23-02:53:25 Scanned: main.cpp
2017-06-23-02:53:25 Scanned: internalJSONNode.cpp
2017-06-23-02:53:25 Scanned: TestSuite2Creator.php
2017-06-23-02:53:26 Scanned: TestNamespace.cpp
2017-06-23-02:53:26 Scanned: JSONWorker.cpp
2017-06-23-02:53:26 Scanned: TestEquality.cpp
2017-06-23-02:53:26 Scanned: TestCtors.cpp
2017-06-23-02:53:26 Scanned: TestSuite.h%7E
2017-06-23-02:53:26 Scanned: TestString.cpp
2017-06-23-02:53:26 Scanned: TestValidator.cpp
2017-06-23-02:53:26 Scanned: RunTestSuite2.h
2017-06-23-02:53:26 Scanned: TestMutex.cpp
2017-06-23-02:53:26 Scanned: TestChildren.cpp
2017-06-23-02:53:26 Scanned: UStringTest.h
2017-06-23-02:53:26 Scanned: TestStreams.cpp
2017-06-23-02:53:26 Scanned: TestSuite.cpp
2017-06-23-02:53:26 Scanned: UnitTest.cpp
2017-06-23-02:53:26 Scanned: TestBinary.cpp
2017-06-23-02:53:26 Scanned: TestConverters.cpp
2017-06-23-02:53:26 Scanned: main.cpp%7E
2017-06-23-02:53:26 Scanned: TestSuite.1
2017-06-23-02:53:26 Scanned: TestSuite.h
2017-06-23-02:53:26 Scanned: StringTest.h
2017-06-23-02:53:26 Scanned: TestWriter.cpp
2017-06-23-02:53:26 Scanned: Checklist.txt
2017-06-23-02:53:26 Scanned: RunTestSuite2.cpp
2017-06-23-02:53:26 Scanned: TestComments.cpp
2017-06-23-02:53:26 Scanned: TestRefCounting.cpp
2017-06-23-02:53:26 Scanned: UnitTest.h
2017-06-23-02:53:26 Scanned: Benchmark
2017-06-23-02:53:26 Scanned: TestString.cpp%7E
2017-06-23-02:53:26 Scanned: makefile
2017-06-23-02:53:26 Scanned: All
2017-06-23-02:53:26 Scanned: TestSuite.xcodeproj
2017-06-23-02:53:27 Scanned: makefile
2017-06-23-02:53:27 Scanned: TestInspectors.cpp
2017-06-23-02:53:27 Scanned: ._wallace.mode1v3
2017-06-23-02:53:27 Scanned: ._project.xcworkspace
2017-06-23-02:53:27 Scanned: ._xcuserdata
2017-06-23-02:53:27 Scanned: TestAssign.cpp
2017-06-23-02:53:27 Scanned: ._wallace.pbxuser
2017-06-23-02:53:27 Scanned: project.xcworkspace
2017-06-23-02:53:27 Scanned: xcuserdata
2017-06-23-02:53:27 Scanned: ._xcuserdata
2017-06-23-02:53:27 Scanned: mempool.h
2017-06-23-02:53:27 Scanned: xcuserdata
2017-06-23-02:53:27 Scanned: ._wallace.xcuserdatad
2017-06-23-02:53:27 Scanned: wallace.xcuserdatad
2017-06-23-02:53:27 Scanned: main.cpp
2017-06-23-02:53:27 Scanned: Works...tings.xcsettings
2017-06-23-02:53:27 Scanned: ._wallace.xcuserdatad
2017-06-23-02:53:27 Scanned: wallace.xcuserdatad
2017-06-23-02:53:27 Scanned: TestIterators.cpp
2017-06-23-02:53:27 Scanned: ._xcschemes
2017-06-23-02:53:27 Scanned: ._xcdebugger
2017-06-23-02:53:27 Scanned: xcschemes
2017-06-23-02:53:27 Scanned: xcdebugger
2017-06-23-02:53:27 Scanned: xcschememanagement.plist
2017-06-23-02:53:27 Scanned: ._xcsche...nagement.plist
2017-06-23-02:53:27 Scanned: contents.xcworkspacedata
2017-06-23-02:53:27 Scanned: ._TestSuite.xcscheme
2017-06-23-02:53:27 Scanned: TestSuite.xcscheme
2017-06-23-02:53:27 Scanned: Breakpoints.xcbkptlist
2017-06-23-02:53:27 Scanned: Library+Interface
2017-06-23-02:53:27 Scanned: C%2B%2B+Interface
2017-06-23-02:53:28 Scanned: Options.txt
2017-06-23-02:53:28 Scanned: child_node.htm
2017-06-23-02:53:28 Scanned: main.cpp
2017-06-23-02:53:28 Scanned: array.htm
2017-06-23-02:53:28 Scanned: styles
2017-06-23-02:53:28 Scanned: scripts
2017-06-23-02:53:28 Scanned: basic_parser.htm
2017-06-23-02:53:28 Scanned: simple_write.htm
2017-06-23-02:53:29 Scanned: shThemeEclipse.css
2017-06-23-02:53:29 Scanned: shCoreMidnight.css
2017-06-23-02:53:29 Scanned: wallace.mode1v3
2017-06-23-02:53:29 Scanned: shCoreEmacs.css
2017-06-23-02:53:29 Scanned: shThemeRDark.css
2017-06-23-02:53:29 Scanned: shCore.css
2017-06-23-02:53:30 Scanned: shCoreMDUltra.css
2017-06-23-02:53:30 Scanned: shCoreDefault.css
2017-06-23-02:53:30 Scanned: shCoreDjango.css
2017-06-23-02:53:30 Scanned: shCoreEclipse.css
2017-06-23-02:53:30 Scanned: shThemeDefault.css
2017-06-23-02:53:30 Scanned: shThemeMDUltra.css
2017-06-23-02:53:30 Scanned: shThemeEmacs.css
2017-06-23-02:53:30 Scanned: project.pbxproj
2017-06-23-02:53:30 Scanned: shThemeFadeToGrey.css
2017-06-23-02:53:30 Scanned: shThemeDjango.css
2017-06-23-02:53:30 Scanned: shThemeMidnight.css
2017-06-23-02:53:31 Scanned: shCoreFadeToGrey.css
2017-06-23-02:53:31 Scanned: shCoreRDark.css
2017-06-23-02:53:31 Scanned: shBrushCpp.js
2017-06-23-02:53:31 Scanned: shAutoloader.js
2017-06-23-02:53:31 Scanned: child_node.htm
2017-06-23-02:53:31 Scanned: shLegacy.js
2017-06-23-02:53:31 Scanned: array.htm
2017-06-23-02:53:31 Scanned: simple_write.htm
2017-06-23-02:53:31 Scanned: basic_parser.htm
2017-06-23-02:53:32 Scanned: shCore.js
2017-06-23-02:53:34 Scanned: wallace.pbxuser
2017-06-23-02:53:45 Scanned: UserI...State.xcuserstate
2017-06-23-02:53:51 Scanned: Documentation.pdf
2017-06-23-02:53:51 Scanning done.
2017-06-23-02:53:51 Scan statistics: 255 files scanned in 88s.
2017-06-23-02:53:51 Scan options:    licenses, copyrights with 8 process(es).
2017-06-23-02:53:51 Scanning speed:  7.42 files per sec.
2017-06-23-02:53:51 Scanning time:   34s.
2017-06-23-02:53:51 Indexing time:   54s.
2017-06-23-02:53:51 Saving results.
