2017-06-23-11:35:09 Scanning files for: licenses, copyrights with 8 process(es)...
2017-06-23-11:35:09 Building license detection index...
2017-06-23-03:36:21 Done.
2017-06-23-03:36:22 Scanning files...
2017-06-23-03:36:30 Scanned: libjson
2017-06-23-03:36:30 Scanned: ._JSONOptions.h
2017-06-23-03:36:30 Scanned: _internal
2017-06-23-03:36:30 Scanned: Getting+Started
2017-06-23-03:36:30 Scanned: TestSuite2
2017-06-23-03:36:30 Scanned: Source
2017-06-23-03:36:30 Scanned: Dependencies
2017-06-23-03:36:30 Scanned: TestSuite
2017-06-23-03:36:31 Scanned: License.txt
2017-06-23-03:36:31 Scanned: JSONValidator
2017-06-23-03:36:31 Scanned: JSONDebug
2017-06-23-03:36:31 Scanned: JSON_Base64
2017-06-23-03:36:31 Scanned: NumberToString
2017-06-23-03:36:31 Scanned: JSONGlobals
2017-06-23-03:36:31 Scanned: BaseTest.h
2017-06-23-03:36:31 Scanned: isValidNamedObject.cpp
2017-06-23-03:36:31 Scanned: libjson.h
2017-06-23-03:36:31 Scanned: isValidNamedObject.h
2017-06-23-03:36:31 Scanned: isValidRoot.cpp
2017-06-23-03:36:31 Scanned: JSONOptions.h
2017-06-23-03:36:31 Scanned: securityTest.h
2017-06-23-03:36:31 Scanned: isValidArray.h
2017-06-23-03:36:31 Scanned: isValidPartialRoot.h
2017-06-23-03:36:31 Scanned: libjson.vcproj
2017-06-23-03:36:32 Scanned: isValidString.cpp
2017-06-23-03:36:32 Scanned: libjson.vcproj%7E
2017-06-23-03:36:32 Scanned: isValidObject.h
2017-06-23-03:36:32 Scanned: isValidNumber.h
2017-06-23-03:36:32 Scanned: isValidRoot.h
2017-06-23-03:36:32 Scanned: isValidMember.cpp
2017-06-23-03:36:32 Scanned: isValidString.h
2017-06-23-03:36:32 Scanned: securityTest.cpp
2017-06-23-03:36:32 Scanned: isValidMember.h
2017-06-23-03:36:32 Scanned: Resources
2017-06-23-03:36:32 Scanned: isValidArray.cpp
2017-06-23-03:36:32 Scanned: isValidObject.cpp
2017-06-23-03:36:32 Scanned: isValidPartialRoot.cpp
2017-06-23-03:36:32 Scanned: JSON_ASSERT.h
2017-06-23-03:36:32 Scanned: validyMacros.h
2017-06-23-03:36:32 Scanned: makefile
2017-06-23-03:36:32 Scanned: JSON_FAIL.h
2017-06-23-03:36:32 Scanned: JSON_ASSERT_SAFE.cpp
2017-06-23-03:36:32 Scanned: JSON_FAIL_SAFE.h
2017-06-23-03:36:32 Scanned: JSON_ASSERT_SAFE.h
2017-06-23-03:36:32 Scanned: JSON_FAIL.cpp
2017-06-23-03:36:32 Scanned: JSON_ASSERT.cpp
2017-06-23-03:36:32 Scanned: json_decode64.h
2017-06-23-03:36:32 Scanned: json_decode64.cpp
2017-06-23-03:36:32 Scanned: JSON_FAIL_SAFE.cpp
2017-06-23-03:36:32 Scanned: _ftoa.h
2017-06-23-03:36:32 Scanned: json_encode64.h
2017-06-23-03:36:32 Scanned: json_encode64.cpp
2017-06-23-03:36:32 Scanned: _uitoa.h
2017-06-23-03:36:32 Scanned: getLenSize.h
2017-06-23-03:36:32 Scanned: _itoa.h
2017-06-23-03:36:32 Scanned: _ftoa.cpp
2017-06-23-03:36:32 Scanned: _areFloatsEqual.cpp
2017-06-23-03:36:32 Scanned: isNumeric.h
2017-06-23-03:36:33 Scanned: getLenSize.cpp
2017-06-23-03:36:33 Scanned: _areFloatsEqual.h
2017-06-23-03:36:33 Scanned: _atof.h
2017-06-23-03:36:33 Scanned: _atof.cpp
2017-06-23-03:36:33 Scanned: jsonSingleton.h
2017-06-23-03:36:33 Scanned: ._JSONWorker.cpp
2017-06-23-03:36:33 Scanned: ._JSONValidator.h
2017-06-23-03:36:33 Scanned: jsonSingleton.cpp
2017-06-23-03:36:34 Scanned: isValidNumber.cpp
2017-06-23-03:36:34 Scanned: isNumeric.cpp
2017-06-23-03:36:34 Scanned: ._JSONGlobals.h
2017-06-23-03:36:34 Scanned: JSONNode.cpp
2017-06-23-03:36:34 Scanned: JSONStats.h
2017-06-23-03:36:34 Scanned: JSON_Base64.h
2017-06-23-03:36:34 Scanned: ._JSONNode_Mutex.cpp
2017-06-23-03:36:34 Scanned: validyMacros.h%7E
2017-06-23-03:36:34 Scanned: ._libjson.cpp
2017-06-23-03:36:34 Scanned: ._JSONAllocator.h
2017-06-23-03:36:34 Scanned: ._JSONSharedString.h
2017-06-23-03:36:34 Scanned: ._JSON_Base64.h
2017-06-23-03:36:34 Scanned: JSONPreparse.cpp
2017-06-23-03:36:34 Scanned: JSONNode.h
2017-06-23-03:36:34 Scanned: JSONDefs.h
2017-06-23-03:36:34 Scanned: JSONMemory.cpp
2017-06-23-03:36:34 Scanned: JSONIterators.cpp
2017-06-23-03:36:34 Scanned: ._JSONChildren.h
2017-06-23-03:36:34 Scanned: _itoa.cpp
2017-06-23-03:36:35 Scanned: ._JSONNode.h
2017-06-23-03:36:35 Scanned: JSONAllocator.cpp
2017-06-23-03:36:35 Scanned: JSONChildren.cpp
2017-06-23-03:36:35 Scanned: ._JSONMemory.h
2017-06-23-03:36:35 Scanned: ._JSONPreparse.cpp
2017-06-23-03:36:35 Scanned: ._JSONSingleton.h
2017-06-23-03:36:35 Scanned: ._JSONStats.h
2017-06-23-03:36:35 Scanned: ._JSONDefs.h
2017-06-23-03:36:35 Scanned: JSONAllocator.h
2017-06-23-03:36:35 Scanned: _uitoa.cpp
2017-06-23-03:36:35 Scanned: JSONStream.cpp
2017-06-23-03:36:35 Scanned: ._JSONStream.cpp
2017-06-23-03:36:35 Scanned: ._JSONDefs
2017-06-23-03:36:35 Scanned: ._internalJSONNode.cpp
2017-06-23-03:36:35 Scanned: JSONDebug.h
2017-06-23-03:36:35 Scanned: JSONSharedString.h
2017-06-23-03:36:35 Scanned: JSONWorker.h
2017-06-23-03:36:35 Scanned: ._JSONChildren.cpp
2017-06-23-03:36:35 Scanned: ._NumberToString.h
2017-06-23-03:36:35 Scanned: libjson.cpp
2017-06-23-03:36:35 Scanned: ._JSONMemory.cpp
2017-06-23-03:36:35 Scanned: NumberToString.h
2017-06-23-03:36:35 Scanned: JSONSingleton.h
2017-06-23-03:36:35 Scanned: JSONMemory.h
2017-06-23-03:36:35 Scanned: JSONMemoryPool.h
2017-06-23-03:36:35 Scanned: ._JSONNode.cpp
2017-06-23-03:36:35 Scanned: JSONNode_Mutex.cpp
2017-06-23-03:36:35 Scanned: JSONDefs.h%7E
2017-06-23-03:36:35 Scanned: ._JSONStream.h
2017-06-23-03:36:35 Scanned: JSONDebug.cpp
2017-06-23-03:36:35 Scanned: JSONPreparse.h
2017-06-23-03:36:35 Scanned: ._JSONDebug.h
2017-06-23-03:36:35 Scanned: ._internalJSONNode.h
2017-06-23-03:36:36 Scanned: ._JSONAllocator.cpp
2017-06-23-03:36:36 Scanned: ._JSONMemoryPool.h
2017-06-23-03:36:36 Scanned: JSONGlobals.h
2017-06-23-03:36:36 Scanned: ._JSONIterators.cpp
2017-06-23-03:36:36 Scanned: JSONValidator.h
2017-06-23-03:36:36 Scanned: ._JSONWriter.cpp
2017-06-23-03:36:36 Scanned: ._JSONWorker.h
2017-06-23-03:36:36 Scanned: JSONWriter.cpp
2017-06-23-03:36:36 Scanned: ._JSONDebug.cpp
2017-06-23-03:36:36 Scanned: JSONValidator.cpp
2017-06-23-03:36:36 Scanned: JSONStream.h
2017-06-23-03:36:36 Scanned: ._JSONPreparse.h
2017-06-23-03:36:36 Scanned: JSONDefs
2017-06-23-03:36:36 Scanned: ._Unknown_C.h
2017-06-23-03:36:36 Scanned: Visual_C.h
2017-06-23-03:36:36 Scanned: ._Visual_C.h
2017-06-23-03:36:36 Scanned: Strings_Defs.h
2017-06-23-03:36:36 Scanned: Unknown_C.h
2017-06-23-03:36:36 Scanned: GNU_C.h
2017-06-23-03:36:36 Scanned: ._Strings_Defs.h
2017-06-23-03:36:36 Scanned: ._libbase64%2B%2B
2017-06-23-03:36:36 Scanned: ._GNU_C.h
2017-06-23-03:36:36 Scanned: ._mempool%2B%2B
2017-06-23-03:36:36 Scanned: libbase64%2B%2B
2017-06-23-03:36:36 Scanned: mempool%2B%2B
2017-06-23-03:36:36 Scanned: ._mempool.h
2017-06-23-03:36:36 Scanned: internalJSONNode.h
2017-06-23-03:36:36 Scanned: ._libbase64%2B%2B.h
2017-06-23-03:36:37 Scanned: JSONChildren.h
2017-06-23-03:36:37 Scanned: TestInequality.cpp
2017-06-23-03:36:37 Scanned: TestSharedString.cpp
2017-06-23-03:36:37 Scanned: internalJSONNode.cpp
2017-06-23-03:36:37 Scanned: libbase64%2B%2B.h
2017-06-23-03:36:37 Scanned: TestFunctions.cpp
2017-06-23-03:36:37 Scanned: NumberToString.h%7E
2017-06-23-03:36:37 Scanned: TestNamespace.cpp
2017-06-23-03:36:37 Scanned: TestSuite2Creator.php
2017-06-23-03:36:37 Scanned: TestValidator.cpp
2017-06-23-03:36:37 Scanned: main.cpp
2017-06-23-03:36:37 Scanned: TestCtors.cpp
2017-06-23-03:36:37 Scanned: JSONWorker.cpp
2017-06-23-03:36:37 Scanned: TestEquality.cpp
2017-06-23-03:36:37 Scanned: TestString.cpp
2017-06-23-03:36:37 Scanned: RunTestSuite2.h
2017-06-23-03:36:37 Scanned: TestChildren.cpp
2017-06-23-03:36:37 Scanned: TestMutex.cpp
2017-06-23-03:36:37 Scanned: UStringTest.h
2017-06-23-03:36:37 Scanned: TestSuite.cpp
2017-06-23-03:36:38 Scanned: TestStreams.cpp
2017-06-23-03:36:38 Scanned: UnitTest.cpp
2017-06-23-03:36:38 Scanned: TestConverters.cpp
2017-06-23-03:36:38 Scanned: TestBinary.cpp
2017-06-23-03:36:38 Scanned: TestSuite.h%7E
2017-06-23-03:36:38 Scanned: main.cpp%7E
2017-06-23-03:36:38 Scanned: TestWriter.cpp
2017-06-23-03:36:38 Scanned: TestSuite.1
2017-06-23-03:36:38 Scanned: TestSuite.h
2017-06-23-03:36:38 Scanned: Checklist.txt
2017-06-23-03:36:38 Scanned: TestComments.cpp
2017-06-23-03:36:38 Scanned: RunTestSuite2.cpp
2017-06-23-03:36:38 Scanned: UnitTest.h
2017-06-23-03:36:38 Scanned: TestRefCounting.cpp
2017-06-23-03:36:38 Scanned: makefile
2017-06-23-03:36:38 Scanned: Benchmark
2017-06-23-03:36:38 Scanned: TestString.cpp%7E
2017-06-23-03:36:38 Scanned: TestSuite.xcodeproj
2017-06-23-03:36:38 Scanned: All
2017-06-23-03:36:38 Scanned: TestInspectors.cpp
2017-06-23-03:36:38 Scanned: makefile
2017-06-23-03:36:38 Scanned: StringTest.h
2017-06-23-03:36:38 Scanned: mempool.h
2017-06-23-03:36:38 Scanned: ._project.xcworkspace
2017-06-23-03:36:38 Scanned: ._wallace.mode1v3
2017-06-23-03:36:38 Scanned: ._xcuserdata
2017-06-23-03:36:38 Scanned: ._wallace.pbxuser
2017-06-23-03:36:38 Scanned: project.xcworkspace
2017-06-23-03:36:38 Scanned: xcuserdata
2017-06-23-03:36:38 Scanned: TestAssign.cpp
2017-06-23-03:36:38 Scanned: ._xcuserdata
2017-06-23-03:36:38 Scanned: xcuserdata
2017-06-23-03:36:38 Scanned: contents.xcworkspacedata
2017-06-23-03:36:38 Scanned: ._wallace.xcuserdatad
2017-06-23-03:36:38 Scanned: wallace.xcuserdatad
2017-06-23-03:36:39 Scanned: main.cpp
2017-06-23-03:36:39 Scanned: TestIterators.cpp
2017-06-23-03:36:39 Scanned: ._wallace.xcuserdatad
2017-06-23-03:36:39 Scanned: wallace.xcuserdatad
2017-06-23-03:36:39 Scanned: Works...tings.xcsettings
2017-06-23-03:36:39 Scanned: ._xcschemes
2017-06-23-03:36:39 Scanned: xcschemes
2017-06-23-03:36:39 Scanned: ._xcdebugger
2017-06-23-03:36:39 Scanned: xcdebugger
2017-06-23-03:36:39 Scanned: ._xcsche...nagement.plist
2017-06-23-03:36:39 Scanned: ._TestSuite.xcscheme
2017-06-23-03:36:39 Scanned: xcschememanagement.plist
2017-06-23-03:36:39 Scanned: TestSuite.xcscheme
2017-06-23-03:36:39 Scanned: Breakpoints.xcbkptlist
2017-06-23-03:36:39 Scanned: Library+Interface
2017-06-23-03:36:39 Scanned: C%2B%2B+Interface
2017-06-23-03:36:39 Scanned: Options.txt
2017-06-23-03:36:39 Scanned: child_node.htm
2017-06-23-03:36:39 Scanned: main.cpp
2017-06-23-03:36:39 Scanned: array.htm
2017-06-23-03:36:39 Scanned: styles
2017-06-23-03:36:39 Scanned: scripts
2017-06-23-03:36:40 Scanned: simple_write.htm
2017-06-23-03:36:40 Scanned: basic_parser.htm
2017-06-23-03:36:40 Scanned: shThemeEclipse.css
2017-06-23-03:36:40 Scanned: shCoreEmacs.css
2017-06-23-03:36:40 Scanned: shCoreMidnight.css
2017-06-23-03:36:40 Scanned: shThemeRDark.css
2017-06-23-03:36:41 Scanned: wallace.mode1v3
2017-06-23-03:36:41 Scanned: shCore.css
2017-06-23-03:36:41 Scanned: shCoreDefault.css
2017-06-23-03:36:41 Scanned: shCoreMDUltra.css
2017-06-23-03:36:41 Scanned: shCoreEclipse.css
2017-06-23-03:36:41 Scanned: shCoreDjango.css
2017-06-23-03:36:41 Scanned: shThemeDefault.css
2017-06-23-03:36:42 Scanned: shThemeMDUltra.css
2017-06-23-03:36:42 Scanned: shThemeEmacs.css
2017-06-23-03:36:42 Scanned: shThemeFadeToGrey.css
2017-06-23-03:36:42 Scanned: shThemeDjango.css
2017-06-23-03:36:42 Scanned: shCoreFadeToGrey.css
2017-06-23-03:36:42 Scanned: shThemeMidnight.css
2017-06-23-03:36:42 Scanned: project.pbxproj
2017-06-23-03:36:42 Scanned: shCoreRDark.css
2017-06-23-03:36:42 Scanned: shLegacy.js
2017-06-23-03:36:43 Scanned: shAutoloader.js
2017-06-23-03:36:43 Scanned: shBrushCpp.js
2017-06-23-03:36:43 Scanned: child_node.htm
2017-06-23-03:36:43 Scanned: array.htm
2017-06-23-03:36:43 Scanned: simple_write.htm
2017-06-23-03:36:43 Scanned: basic_parser.htm
2017-06-23-03:36:44 Scanned: shCore.js
2017-06-23-03:36:45 Scanned: wallace.pbxuser
2017-06-23-03:36:55 Scanned: UserI...State.xcuserstate
2017-06-23-03:37:00 Scanned: Documentation.pdf
2017-06-23-03:37:00 Scanning done.
2017-06-23-03:37:00 Scan statistics: 255 files scanned in 110s.
2017-06-23-03:37:00 Scan options:    licenses, copyrights with 8 process(es).
2017-06-23-03:37:00 Scanning speed:  6.58 files per sec.
2017-06-23-03:37:00 Scanning time:   38s.
2017-06-23-03:37:00 Indexing time:   71s.
2017-06-23-03:37:00 Saving results.
