2017-07-11-09:39:55 Scanning files for: licenses, copyrights with 8 process(es)...
2017-07-11-09:39:55 Building license detection index...
2017-07-11-01:41:19 Done.
2017-07-11-01:41:19 Scanning files...
2017-07-11-01:41:20 Scanned: libjson
2017-07-11-01:41:20 Scanned: ._JSONOptions.h
2017-07-11-01:41:20 Scanned: _internal
2017-07-11-01:41:20 Scanned: Getting+Started
2017-07-11-01:41:20 Scanned: TestSuite2
2017-07-11-01:41:20 Scanned: Source
2017-07-11-01:41:20 Scanned: Dependencies
2017-07-11-01:41:20 Scanned: TestSuite
2017-07-11-01:41:20 Scanned: BaseTest.h
2017-07-11-01:41:20 Scanned: libjson.vcproj
2017-07-11-01:41:20 Scanned: License.txt
2017-07-11-01:41:20 Scanned: JSONValidator
2017-07-11-01:41:20 Scanned: JSONDebug
2017-07-11-01:41:20 Scanned: JSON_Base64
2017-07-11-01:41:20 Scanned: NumberToString
2017-07-11-01:41:20 Scanned: JSONGlobals
2017-07-11-01:41:20 Scanned: libjson.vcproj%7E
2017-07-11-01:41:20 Scanned: isValidNamedObject.cpp
2017-07-11-01:41:20 Scanned: libjson.h
2017-07-11-01:41:20 Scanned: isValidNamedObject.h
2017-07-11-01:41:20 Scanned: securityTest.h
2017-07-11-01:41:20 Scanned: isValidRoot.cpp
2017-07-11-01:41:20 Scanned: isValidPartialRoot.h
2017-07-11-01:41:20 Scanned: isValidArray.h
2017-07-11-01:41:20 Scanned: isValidMember.cpp
2017-07-11-01:41:20 Scanned: isValidString.cpp
2017-07-11-01:41:20 Scanned: securityTest.cpp
2017-07-11-01:41:20 Scanned: isValidNumber.h
2017-07-11-01:41:20 Scanned: isValidObject.h
2017-07-11-01:41:20 Scanned: isValidObject.cpp
2017-07-11-01:41:20 Scanned: makefile
2017-07-11-01:41:20 Scanned: JSONOptions.h
2017-07-11-01:41:20 Scanned: isValidRoot.h
2017-07-11-01:41:20 Scanned: isValidString.h
2017-07-11-01:41:20 Scanned: Resources
2017-07-11-01:41:20 Scanned: isValidArray.cpp
2017-07-11-01:41:20 Scanned: isValidMember.h
2017-07-11-01:41:20 Scanned: JSON_ASSERT.h
2017-07-11-01:41:20 Scanned: JSON_FAIL.h
2017-07-11-01:41:20 Scanned: JSON_ASSERT.cpp
2017-07-11-01:41:20 Scanned: JSON_FAIL.cpp
2017-07-11-01:41:20 Scanned: JSON_ASSERT_SAFE.cpp
2017-07-11-01:41:20 Scanned: JSON_FAIL_SAFE.h
2017-07-11-01:41:20 Scanned: JSON_ASSERT_SAFE.h
2017-07-11-01:41:20 Scanned: isValidPartialRoot.cpp
2017-07-11-01:41:20 Scanned: json_decode64.cpp
2017-07-11-01:41:20 Scanned: JSON_FAIL_SAFE.cpp
2017-07-11-01:41:21 Scanned: json_decode64.h
2017-07-11-01:41:21 Scanned: json_encode64.h
2017-07-11-01:41:21 Scanned: json_encode64.cpp
2017-07-11-01:41:21 Scanned: _ftoa.h
2017-07-11-01:41:21 Scanned: validyMacros.h
2017-07-11-01:41:21 Scanned: _uitoa.h
2017-07-11-01:41:21 Scanned: getLenSize.h
2017-07-11-01:41:21 Scanned: _ftoa.cpp
2017-07-11-01:41:21 Scanned: isNumeric.h
2017-07-11-01:41:21 Scanned: _itoa.h
2017-07-11-01:41:21 Scanned: _areFloatsEqual.cpp
2017-07-11-01:41:21 Scanned: getLenSize.cpp
2017-07-11-01:41:21 Scanned: _uitoa.cpp
2017-07-11-01:41:21 Scanned: _areFloatsEqual.h
2017-07-11-01:41:21 Scanned: _atof.h
2017-07-11-01:41:21 Scanned: jsonSingleton.h
2017-07-11-01:41:21 Scanned: _itoa.cpp
2017-07-11-01:41:21 Scanned: jsonSingleton.cpp
2017-07-11-01:41:21 Scanned: ._JSONWorker.cpp
2017-07-11-01:41:21 Scanned: ._JSONValidator.h
