2017-06-23-10:40:51 Scanning files for: licenses, copyrights with 8 process(es)...
2017-06-23-10:40:51 Building license detection index...
2017-06-23-02:41:44 Done.
2017-06-23-02:41:45 Scanning files...
2017-06-23-02:41:46 Scanned: libjson
2017-06-23-02:41:46 Scanned: ._JSONOptions.h
2017-06-23-02:41:46 Scanned: _internal
2017-06-23-02:41:46 Scanned: Getting+Started
2017-06-23-02:41:46 Scanned: TestSuite2
2017-06-23-02:41:46 Scanned: Source
2017-06-23-02:41:46 Scanned: Dependencies
2017-06-23-02:41:46 Scanned: TestSuite
2017-06-23-02:41:46 Scanned: License.txt
2017-06-23-02:41:46 Scanned: JSONValidator
2017-06-23-02:41:46 Scanned: JSONDebug
2017-06-23-02:41:46 Scanned: libjson.h
2017-06-23-02:41:46 Scanned: JSON_Base64
2017-06-23-02:41:46 Scanned: NumberToString
2017-06-23-02:41:46 Scanned: JSONGlobals
2017-06-23-02:41:46 Scanned: BaseTest.h
2017-06-23-02:41:46 Scanned: libjson.vcproj
2017-06-23-02:41:46 Scanned: libjson.vcproj%7E
2017-06-23-02:41:46 Scanned: isValidArray.h
2017-06-23-02:41:46 Scanned: isValidNamedObject.h
2017-06-23-02:41:46 Scanned: securityTest.h
2017-06-23-02:41:46 Scanned: isValidRoot.cpp
2017-06-23-02:41:47 Scanned: isValidPartialRoot.h
2017-06-23-02:41:47 Scanned: isValidNamedObject.cpp
2017-06-23-02:41:47 Scanned: isValidMember.cpp
2017-06-23-02:41:47 Scanned: isValidObject.h
2017-06-23-02:41:47 Scanned: makefile
2017-06-23-02:41:47 Scanned: isValidObject.cpp
2017-06-23-02:41:47 Scanned: securityTest.cpp
2017-06-23-02:41:47 Scanned: isValidString.cpp
2017-06-23-02:41:47 Scanned: isValidNumber.h
2017-06-23-02:41:47 Scanned: JSONOptions.h
2017-06-23-02:41:47 Scanned: isValidString.h
2017-06-23-02:41:47 Scanned: Resources
2017-06-23-02:41:47 Scanned: isValidRoot.h
2017-06-23-02:41:47 Scanned: isValidPartialRoot.cpp
2017-06-23-02:41:47 Scanned: isValidArray.cpp
2017-06-23-02:41:47 Scanned: JSON_ASSERT.h
2017-06-23-02:41:47 Scanned: validyMacros.h
2017-06-23-02:41:47 Scanned: JSON_FAIL.h
2017-06-23-02:41:47 Scanned: JSON_FAIL_SAFE.h
2017-06-23-02:41:47 Scanned: JSON_FAIL.cpp
2017-06-23-02:41:47 Scanned: JSON_ASSERT_SAFE.cpp
2017-06-23-02:41:47 Scanned: validyMacros.h%7E
2017-06-23-02:41:47 Scanned: JSON_ASSERT_SAFE.h
2017-06-23-02:41:47 Scanned: JSON_FAIL_SAFE.cpp
2017-06-23-02:41:47 Scanned: json_decode64.cpp
2017-06-23-02:41:47 Scanned: json_decode64.h
2017-06-23-02:41:47 Scanned: json_encode64.h
2017-06-23-02:41:47 Scanned: _ftoa.h
2017-06-23-02:41:47 Scanned: json_encode64.cpp
2017-06-23-02:41:47 Scanned: isValidMember.h
2017-06-23-02:41:47 Scanned: _uitoa.h
2017-06-23-02:41:47 Scanned: getLenSize.h
2017-06-23-02:41:47 Scanned: JSON_ASSERT.cpp
2017-06-23-02:41:47 Scanned: _ftoa.cpp
2017-06-23-02:41:47 Scanned: _areFloatsEqual.cpp
2017-06-23-02:41:47 Scanned: _itoa.h
2017-06-23-02:41:47 Scanned: isNumeric.h
2017-06-23-02:41:47 Scanned: getLenSize.cpp
2017-06-23-02:41:47 Scanned: _areFloatsEqual.h
2017-06-23-02:41:47 Scanned: _uitoa.cpp
2017-06-23-02:41:47 Scanned: jsonSingleton.h
2017-06-23-02:41:47 Scanned: _atof.h
2017-06-23-02:41:47 Scanned: ._JSONWorker.cpp
2017-06-23-02:41:47 Scanned: ._JSONValidator.h
2017-06-23-02:41:47 Scanned: jsonSingleton.cpp
2017-06-23-02:41:48 Scanned: _atof.cpp
2017-06-23-02:41:48 Scanned: ._JSONGlobals.h
2017-06-23-02:41:48 Scanned: JSONStats.h
2017-06-23-02:41:48 Scanned: _itoa.cpp
2017-06-23-02:41:48 Scanned: JSON_Base64.h
2017-06-23-02:41:48 Scanned: ._JSONNode_Mutex.cpp
2017-06-23-02:41:48 Scanned: ._libjson.cpp
2017-06-23-02:41:48 Scanned: JSONNode.cpp
2017-06-23-02:41:48 Scanned: ._JSONAllocator.h
2017-06-23-02:41:48 Scanned: JSONPreparse.cpp
2017-06-23-02:41:48 Scanned: ._JSON_Base64.h
2017-06-23-02:41:48 Scanned: isNumeric.cpp
2017-06-23-02:41:48 Scanned: ._JSONSharedString.h
2017-06-23-02:41:48 Scanned: JSONDefs.h
2017-06-23-02:41:48 Scanned: isValidNumber.cpp
2017-06-23-02:41:48 Scanned: JSONMemory.cpp
2017-06-23-02:41:48 Scanned: JSONIterators.cpp
2017-06-23-02:41:48 Scanned: ._JSONChildren.h
2017-06-23-02:41:48 Scanned: JSONValidator.h
2017-06-23-02:41:48 Scanned: JSONChildren.cpp
2017-06-23-02:41:48 Scanned: ._JSONNode.h
2017-06-23-02:41:48 Scanned: ._JSONMemory.h
2017-06-23-02:41:48 Scanned: ._JSONPreparse.cpp
2017-06-23-02:41:48 Scanned: JSONAllocator.cpp
2017-06-23-02:41:48 Scanned: ._JSONSingleton.h
2017-06-23-02:41:48 Scanned: ._JSONStats.h
2017-06-23-02:41:48 Scanned: JSONStream.cpp
2017-06-23-02:41:48 Scanned: ._JSONDefs.h
2017-06-23-02:41:49 Scanned: ._JSONStream.cpp
2017-06-23-02:41:49 Scanned: JSONAllocator.h
2017-06-23-02:41:49 Scanned: JSONDebug.h
2017-06-23-02:41:49 Scanned: ._JSONDefs
2017-06-23-02:41:49 Scanned: ._internalJSONNode.cpp
2017-06-23-02:41:49 Scanned: JSONWorker.h
2017-06-23-02:41:49 Scanned: ._JSONChildren.cpp
2017-06-23-02:41:49 Scanned: JSONSharedString.h
2017-06-23-02:41:49 Scanned: NumberToString.h
2017-06-23-02:41:49 Scanned: ._NumberToString.h
2017-06-23-02:41:49 Scanned: JSONNode.h
2017-06-23-02:41:49 Scanned: JSONDebug.cpp
2017-06-23-02:41:49 Scanned: ._JSONMemory.cpp
2017-06-23-02:41:49 Scanned: JSONSingleton.h
2017-06-23-02:41:49 Scanned: libjson.cpp
2017-06-23-02:41:49 Scanned: JSONMemory.h
2017-06-23-02:41:49 Scanned: ._JSONNode.cpp
2017-06-23-02:41:49 Scanned: ._JSONStream.h
2017-06-23-02:41:49 Scanned: JSONDefs.h%7E
2017-06-23-02:41:49 Scanned: JSONMemoryPool.h
2017-06-23-02:41:49 Scanned: JSONNode_Mutex.cpp
2017-06-23-02:41:49 Scanned: ._JSONDebug.h
2017-06-23-02:41:49 Scanned: ._internalJSONNode.h
2017-06-23-02:41:49 Scanned: JSONPreparse.h
2017-06-23-02:41:49 Scanned: JSONGlobals.h
2017-06-23-02:41:49 Scanned: ._JSONAllocator.cpp
2017-06-23-02:41:49 Scanned: ._JSONMemoryPool.h
2017-06-23-02:41:49 Scanned: ._JSONIterators.cpp
2017-06-23-02:41:49 Scanned: JSONValidator.cpp
2017-06-23-02:41:49 Scanned: ._JSONWorker.h
2017-06-23-02:41:49 Scanned: ._JSONWriter.cpp
2017-06-23-02:41:49 Scanned: ._JSONDebug.cpp
2017-06-23-02:41:49 Scanned: JSONWriter.cpp
2017-06-23-02:41:49 Scanned: JSONStream.h
2017-06-23-02:41:49 Scanned: ._JSONPreparse.h
2017-06-23-02:41:49 Scanned: JSONDefs
2017-06-23-02:41:49 Scanned: ._Unknown_C.h
2017-06-23-02:41:49 Scanned: Visual_C.h
2017-06-23-02:41:49 Scanned: Strings_Defs.h
2017-06-23-02:41:49 Scanned: ._Visual_C.h
2017-06-23-02:41:49 Scanned: Unknown_C.h
2017-06-23-02:41:49 Scanned: ._GNU_C.h
2017-06-23-02:41:50 Scanned: GNU_C.h
2017-06-23-02:41:50 Scanned: ._libbase64%2B%2B
2017-06-23-02:41:50 Scanned: ._Strings_Defs.h
2017-06-23-02:41:50 Scanned: mempool%2B%2B
2017-06-23-02:41:50 Scanned: ._mempool%2B%2B
2017-06-23-02:41:50 Scanned: libbase64%2B%2B
2017-06-23-02:41:50 Scanned: ._mempool.h
2017-06-23-02:41:50 Scanned: JSONChildren.h
2017-06-23-02:41:50 Scanned: internalJSONNode.h
2017-06-23-02:41:50 Scanned: ._libbase64%2B%2B.h
2017-06-23-02:41:50 Scanned: NumberToString.h%7E
2017-06-23-02:41:50 Scanned: TestSharedString.cpp
2017-06-23-02:41:50 Scanned: libbase64%2B%2B.h
2017-06-23-02:41:50 Scanned: internalJSONNode.cpp
2017-06-23-02:41:50 Scanned: TestInequality.cpp
2017-06-23-02:41:50 Scanned: TestValidator.cpp
2017-06-23-02:41:50 Scanned: TestFunctions.cpp
2017-06-23-02:41:50 Scanned: TestSuite2Creator.php
2017-06-23-02:41:50 Scanned: TestNamespace.cpp
2017-06-23-02:41:50 Scanned: TestEquality.cpp
2017-06-23-02:41:51 Scanned: TestCtors.cpp
2017-06-23-02:41:51 Scanned: JSONWorker.cpp
2017-06-23-02:41:51 Scanned: main.cpp
2017-06-23-02:41:51 Scanned: TestString.cpp
2017-06-23-02:41:51 Scanned: TestSuite.h%7E
2017-06-23-02:41:51 Scanned: RunTestSuite2.h
2017-06-23-02:41:51 Scanned: TestMutex.cpp
2017-06-23-02:41:51 Scanned: TestChildren.cpp
2017-06-23-02:41:51 Scanned: UStringTest.h
2017-06-23-02:41:51 Scanned: TestStreams.cpp
2017-06-23-02:41:51 Scanned: UnitTest.cpp
2017-06-23-02:41:51 Scanned: TestSuite.cpp
2017-06-23-02:41:51 Scanned: TestBinary.cpp
2017-06-23-02:41:51 Scanned: TestConverters.cpp
2017-06-23-02:41:51 Scanned: main.cpp%7E
2017-06-23-02:41:51 Scanned: TestWriter.cpp
2017-06-23-02:41:51 Scanned: TestSuite.1
2017-06-23-02:41:51 Scanned: TestSuite.h
2017-06-23-02:41:51 Scanned: StringTest.h
2017-06-23-02:41:51 Scanned: Checklist.txt
2017-06-23-02:41:51 Scanned: RunTestSuite2.cpp
2017-06-23-02:41:51 Scanned: TestComments.cpp
2017-06-23-02:41:51 Scanned: UnitTest.h
2017-06-23-02:41:51 Scanned: TestRefCounting.cpp
2017-06-23-02:41:51 Scanned: Benchmark
2017-06-23-02:41:51 Scanned: TestSuite.xcodeproj
2017-06-23-02:41:51 Scanned: makefile
2017-06-23-02:41:51 Scanned: All
2017-06-23-02:41:51 Scanned: TestString.cpp%7E
2017-06-23-02:41:52 Scanned: makefile
2017-06-23-02:41:52 Scanned: TestInspectors.cpp
2017-06-23-02:41:52 Scanned: ._wallace.mode1v3
2017-06-23-02:41:52 Scanned: ._xcuserdata
2017-06-23-02:41:52 Scanned: ._project.xcworkspace
2017-06-23-02:41:52 Scanned: TestAssign.cpp
2017-06-23-02:41:52 Scanned: ._wallace.pbxuser
2017-06-23-02:41:52 Scanned: project.xcworkspace
2017-06-23-02:41:52 Scanned: xcuserdata
2017-06-23-02:41:52 Scanned: ._xcuserdata
2017-06-23-02:41:52 Scanned: contents.xcworkspacedata
2017-06-23-02:41:52 Scanned: xcuserdata
2017-06-23-02:41:52 Scanned: ._wallace.xcuserdatad
2017-06-23-02:41:52 Scanned: wallace.xcuserdatad
2017-06-23-02:41:52 Scanned: Works...tings.xcsettings
2017-06-23-02:41:52 Scanned: main.cpp
2017-06-23-02:41:52 Scanned: mempool.h
2017-06-23-02:41:52 Scanned: ._wallace.xcuserdatad
2017-06-23-02:41:52 Scanned: wallace.xcuserdatad
2017-06-23-02:41:52 Scanned: ._xcschemes
2017-06-23-02:41:52 Scanned: TestIterators.cpp
2017-06-23-02:41:52 Scanned: ._xcdebugger
2017-06-23-02:41:52 Scanned: xcschemes
2017-06-23-02:41:52 Scanned: xcdebugger
2017-06-23-02:41:52 Scanned: ._xcsche...nagement.plist
2017-06-23-02:41:52 Scanned: ._TestSuite.xcscheme
2017-06-23-02:41:52 Scanned: TestSuite.xcscheme
2017-06-23-02:41:52 Scanned: Breakpoints.xcbkptlist
2017-06-23-02:41:53 Scanned: xcschememanagement.plist
2017-06-23-02:41:53 Scanned: Library+Interface
2017-06-23-02:41:53 Scanned: main.cpp
2017-06-23-02:41:53 Scanned: C%2B%2B+Interface
2017-06-23-02:41:53 Scanned: Options.txt
2017-06-23-02:41:53 Scanned: child_node.htm
2017-06-23-02:41:53 Scanned: array.htm
2017-06-23-02:41:53 Scanned: styles
2017-06-23-02:41:53 Scanned: scripts
2017-06-23-02:41:53 Scanned: basic_parser.htm
2017-06-23-02:41:53 Scanned: simple_write.htm
2017-06-23-02:41:54 Scanned: shThemeEclipse.css
2017-06-23-02:41:54 Scanned: wallace.mode1v3
2017-06-23-02:41:54 Scanned: shCoreMidnight.css
2017-06-23-02:41:54 Scanned: shCoreEmacs.css
2017-06-23-02:41:54 Scanned: shThemeRDark.css
2017-06-23-02:41:55 Scanned: shCore.css
2017-06-23-02:41:55 Scanned: shCoreMDUltra.css
2017-06-23-02:41:55 Scanned: shCoreDefault.css
2017-06-23-02:41:55 Scanned: shThemeDefault.css
2017-06-23-02:41:55 Scanned: shCoreDjango.css
2017-06-23-02:41:55 Scanned: shCoreEclipse.css
2017-06-23-02:41:56 Scanned: shThemeMDUltra.css
2017-06-23-02:41:56 Scanned: shThemeFadeToGrey.css
2017-06-23-02:41:56 Scanned: shThemeEmacs.css
2017-06-23-02:41:56 Scanned: shCoreFadeToGrey.css
2017-06-23-02:41:56 Scanned: shThemeDjango.css
2017-06-23-02:41:56 Scanned: shThemeMidnight.css
2017-06-23-02:41:56 Scanned: project.pbxproj
2017-06-23-02:41:56 Scanned: shAutoloader.js
2017-06-23-02:41:56 Scanned: shBrushCpp.js
2017-06-23-02:41:57 Scanned: shCoreRDark.css
2017-06-23-02:41:57 Scanned: child_node.htm
2017-06-23-02:41:57 Scanned: shLegacy.js
2017-06-23-02:41:57 Scanned: array.htm
2017-06-23-02:41:57 Scanned: simple_write.htm
2017-06-23-02:41:57 Scanned: basic_parser.htm
2017-06-23-02:41:58 Scanned: shCore.js
2017-06-23-02:41:59 Scanned: wallace.pbxuser
2017-06-23-02:42:11 Scanned: UserI...State.xcuserstate
2017-06-23-02:42:17 Scanned: Documentation.pdf
2017-06-23-02:42:17 Scanning done.
2017-06-23-02:42:17 Scan statistics: 255 files scanned in 86s.
2017-06-23-02:42:17 Scan options:    licenses, copyrights with 8 process(es).
2017-06-23-02:42:17 Scanning speed:  7.63 files per sec.
2017-06-23-02:42:17 Scanning time:   33s.
2017-06-23-02:42:17 Indexing time:   53s.
2017-06-23-02:42:17 Saving results.
