2017-06-23-10:06:34 Scanning files for: licenses, copyrights with 8 process(es)...
2017-06-23-10:06:34 Building license detection index...
2017-06-23-02:07:27 Done.
2017-06-23-02:07:28 Scanning files...
2017-06-23-02:07:29 Scanned: libjson
2017-06-23-02:07:29 Scanned: ._JSONOptions.h
2017-06-23-02:07:29 Scanned: _internal
2017-06-23-02:07:29 Scanned: Getting+Started
2017-06-23-02:07:29 Scanned: TestSuite2
2017-06-23-02:07:29 Scanned: Source
2017-06-23-02:07:29 Scanned: Dependencies
2017-06-23-02:07:29 Scanned: TestSuite
2017-06-23-02:07:29 Scanned: License.txt
2017-06-23-02:07:29 Scanned: JSONValidator
2017-06-23-02:07:29 Scanned: JSONDebug
2017-06-23-02:07:29 Scanned: JSON_Base64
2017-06-23-02:07:29 Scanned: NumberToString
2017-06-23-02:07:29 Scanned: BaseTest.h
2017-06-23-02:07:30 Scanned: JSONGlobals
2017-06-23-02:07:30 Scanned: libjson.vcproj%7E
2017-06-23-02:07:30 Scanned: libjson.vcproj
2017-06-23-02:07:30 Scanned: isValidArray.h
2017-06-23-02:07:30 Scanned: libjson.h
2017-06-23-02:07:30 Scanned: securityTest.h
2017-06-23-02:07:30 Scanned: isValidNamedObject.h
2017-06-23-02:07:30 Scanned: isValidRoot.cpp
2017-06-23-02:07:30 Scanned: makefile
2017-06-23-02:07:30 Scanned: isValidPartialRoot.h
2017-06-23-02:07:30 Scanned: isValidNamedObject.cpp
2017-06-23-02:07:30 Scanned: securityTest.cpp
2017-06-23-02:07:30 Scanned: isValidObject.h
2017-06-23-02:07:30 Scanned: JSONOptions.h
2017-06-23-02:07:30 Scanned: isValidMember.cpp
2017-06-23-02:07:30 Scanned: isValidString.cpp
2017-06-23-02:07:30 Scanned: isValidObject.cpp
2017-06-23-02:07:30 Scanned: isValidRoot.h
2017-06-23-02:07:30 Scanned: isValidNumber.h
2017-06-23-02:07:30 Scanned: Resources
2017-06-23-02:07:30 Scanned: isValidPartialRoot.cpp
2017-06-23-02:07:30 Scanned: isValidString.h
2017-06-23-02:07:30 Scanned: isValidArray.cpp
2017-06-23-02:07:30 Scanned: JSON_FAIL.h
2017-06-23-02:07:30 Scanned: validyMacros.h
2017-06-23-02:07:30 Scanned: JSON_ASSERT.cpp
2017-06-23-02:07:30 Scanned: JSON_FAIL.cpp
2017-06-23-02:07:30 Scanned: JSON_ASSERT_SAFE.cpp
2017-06-23-02:07:30 Scanned: JSON_FAIL_SAFE.h
