2017-07-11-09:20:02 Scanning files for: licenses, copyrights with 8 process(es)...
2017-07-11-09:20:02 Building license detection index...
2017-07-11-01:20:10 Done.
2017-07-11-01:20:10 Scanning files...
2017-07-11-01:20:16 Scanned: libjson
2017-07-11-01:20:16 Scanned: ._JSONOptions.h
2017-07-11-01:20:16 Scanned: _internal
2017-07-11-01:20:16 Scanned: License.txt
2017-07-11-01:20:16 Scanned: Getting+Started
2017-07-11-01:20:16 Scanned: TestSuite2
2017-07-11-01:20:16 Scanned: libjson.h
2017-07-11-01:20:16 Scanned: Source
2017-07-11-01:20:16 Scanned: TestSuite
2017-07-11-01:20:16 Scanned: JSONValidator
2017-07-11-01:20:16 Scanned: Dependencies
2017-07-11-01:20:16 Scanned: JSON_Base64
2017-07-11-01:20:16 Scanned: JSONDebug
2017-07-11-01:20:16 Scanned: NumberToString
2017-07-11-01:20:16 Scanned: JSONGlobals
2017-07-11-01:20:16 Scanned: isValidNamedObject.cpp
2017-07-11-01:20:16 Scanned: BaseTest.h
2017-07-11-01:20:16 Scanned: JSONOptions.h
2017-07-11-01:20:16 Scanned: isValidNamedObject.h
2017-07-11-01:20:16 Scanned: securityTest.h
2017-07-11-01:20:16 Scanned: isValidArray.h
2017-07-11-01:20:16 Scanned: isValidRoot.cpp
2017-07-11-01:20:16 Scanned: isValidPartialRoot.h
2017-07-11-01:20:17 Scanned: isValidString.cpp
2017-07-11-01:20:17 Scanned: securityTest.cpp
2017-07-11-01:20:17 Scanned: isValidMember.cpp
2017-07-11-01:20:17 Scanned: isValidNumber.h
2017-07-11-01:20:17 Scanned: isValidObject.h
2017-07-11-01:20:17 Scanned: isValidObject.cpp
2017-07-11-01:20:17 Scanned: isValidRoot.h
2017-07-11-01:20:17 Scanned: isValidString.h
2017-07-11-01:20:17 Scanned: isValidPartialRoot.cpp
2017-07-11-01:20:17 Scanned: isValidArray.cpp
2017-07-11-01:20:17 Scanned: isValidMember.h
2017-07-11-01:20:17 Scanned: Resources
2017-07-11-01:20:17 Scanned: JSON_ASSERT.h
2017-07-11-01:20:17 Scanned: validyMacros.h
2017-07-11-01:20:17 Scanned: JSON_FAIL.h
2017-07-11-01:20:17 Scanned: JSON_ASSERT.cpp
2017-07-11-01:20:17 Scanned: JSON_FAIL.cpp
2017-07-11-01:20:17 Scanned: JSON_ASSERT_SAFE.cpp
2017-07-11-01:20:17 Scanned: JSON_FAIL_SAFE.h
2017-07-11-01:20:17 Scanned: JSON_ASSERT_SAFE.h
2017-07-11-01:20:17 Scanned: JSON_FAIL_SAFE.cpp
2017-07-11-01:20:17 Scanned: libjson.vcproj%7E
2017-07-11-01:20:17 Scanned: libjson.vcproj
2017-07-11-01:20:17 Scanned: json_decode64.cpp
2017-07-11-01:20:17 Scanned: json_decode64.h
2017-07-11-01:20:17 Scanned: json_encode64.cpp
2017-07-11-01:20:17 Scanned: json_encode64.h
2017-07-11-01:20:17 Scanned: makefile
2017-07-11-01:20:17 Scanned: _ftoa.h
2017-07-11-01:20:17 Scanned: _uitoa.h
2017-07-11-01:20:17 Scanned: getLenSize.h
2017-07-11-01:20:17 Scanned: _ftoa.cpp
2017-07-11-01:20:17 Scanned: isNumeric.h
2017-07-11-01:20:17 Scanned: _areFloatsEqual.cpp
2017-07-11-01:20:17 Scanned: _uitoa.cpp
2017-07-11-01:20:18 Scanned: getLenSize.cpp
2017-07-11-01:20:18 Scanned: validyMacros.h%7E
2017-07-11-01:20:18 Scanned: _itoa.cpp
2017-07-11-01:20:18 Scanned: _atof.h
2017-07-11-01:20:18 Scanned: _atof.cpp
2017-07-11-01:20:18 Scanned: jsonSingleton.h
2017-07-11-01:20:18 Scanned: ._JSONWorker.cpp
2017-07-11-01:20:18 Scanned: jsonSingleton.cpp
2017-07-11-01:20:18 Scanned: ._JSONValidator.h
2017-07-11-01:20:18 Scanned: JSONStats.h
2017-07-11-01:20:18 Scanned: _itoa.h
2017-07-11-01:20:18 Scanned: ._JSONGlobals.h
2017-07-11-01:20:18 Scanned: isValidNumber.cpp
2017-07-11-01:20:18 Scanned: isNumeric.cpp
2017-07-11-01:20:18 Scanned: ._JSONNode_Mutex.cpp
2017-07-11-01:20:18 Scanned: JSONNode.cpp
2017-07-11-01:20:18 Scanned: ._libjson.cpp
2017-07-11-01:20:18 Scanned: ._JSONAllocator.h
2017-07-11-01:20:18 Scanned: JSON_Base64.h
2017-07-11-01:20:18 Scanned: ._JSON_Base64.h
2017-07-11-01:20:18 Scanned: _areFloatsEqual.h
2017-07-11-01:20:18 Scanned: ._JSONSharedString.h
2017-07-11-01:20:18 Scanned: JSONPreparse.cpp
2017-07-11-01:20:18 Scanned: JSONDefs.h
2017-07-11-01:20:18 Scanned: JSONMemory.cpp
2017-07-11-01:20:18 Scanned: ._JSONChildren.h
2017-07-11-01:20:18 Scanned: JSONValidator.h
2017-07-11-01:20:18 Scanned: JSONIterators.cpp
2017-07-11-01:20:18 Scanned: ._JSONNode.h
2017-07-11-01:20:18 Scanned: ._JSONMemory.h
2017-07-11-01:20:18 Scanned: ._JSONPreparse.cpp
2017-07-11-01:20:18 Scanned: JSONAllocator.cpp
2017-07-11-01:20:18 Scanned: ._JSONSingleton.h
2017-07-11-01:20:18 Scanned: JSONStream.cpp
2017-07-11-01:20:18 Scanned: ._JSONStats.h
2017-07-11-01:20:18 Scanned: JSONChildren.cpp
2017-07-11-01:20:18 Scanned: ._JSONDefs.h
2017-07-11-01:20:18 Scanned: ._JSONStream.cpp
2017-07-11-01:20:18 Scanned: JSONAllocator.h
2017-07-11-01:20:18 Scanned: ._JSONDefs
2017-07-11-01:20:18 Scanned: ._internalJSONNode.cpp
2017-07-11-01:20:18 Scanned: JSONDebug.h
2017-07-11-01:20:18 Scanned: JSONWorker.h
2017-07-11-01:20:18 Scanned: ._JSONChildren.cpp
2017-07-11-01:20:19 Scanned: JSONDebug.cpp
2017-07-11-01:20:19 Scanned: JSONNode.h
